PID,Province,DID,District,Tehsil,Area,Charge,Circle,ID,Population,No. of HH
1,Balochistan,11,QUETTA DISTRICT,PANJ PAI SUB-TEHSIL,PANJ PAI QH,SHIRAROOD PC,CHACHEZAI,451040106,"2,871",356
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,CHARGE NO 06,CIRCLE NO 01,477060102,641,92
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,CHARGE NO 06,CIRCLE NO 01,477060103,898,139
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,CHARGE NO 06,CIRCLE NO 01,477060104,137,22
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,CHARGE NO 06,CIRCLE NO 01,477060105,"2,569",252
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,CHARGE NO 06,CIRCLE NO 01,477060106,"1,422",145
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,CHARGE NO 06,CIRCLE NO 01,477060107,227,47
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,CHARGE NO 06,CIRCLE NO 01,477060108,800,142
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,CHARGE NO 06,CIRCLE NO 01,477060201,"1,575",152
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,CHARGE NO 06,CIRCLE NO 01,477060202,910,86
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,CHARGE NO 06,CIRCLE NO 01,477060203,97,13
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,CHARGE NO 06,CIRCLE NO 01,477060204,143,14
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,CHARGE NO 06,CIRCLE NO 01,477060205,741,75
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,CHARGE NO 06,CIRCLE NO 01,477060206,401,71
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,CHARGE NO 06,CIRCLE NO 01,477060207,"1,633",287
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,CHARGE NO 06,CIRCLE NO 02,477060201,"1,575",152
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,CHARGE NO 06,CIRCLE NO 02,477060202,910,86
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,CHARGE NO 06,CIRCLE NO 02,477060203,97,13
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,CHARGE NO 06,CIRCLE NO 02,477060204,143,14
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,CHARGE NO 06,CIRCLE NO 02,477060205,741,75
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,CHARGE NO 06,CIRCLE NO 02,477060206,401,71
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,CHARGE NO 06,CIRCLE NO 02,477060207,"1,633",287
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,CHARGE NO 06,CIRCLE NO 03,477060301,110,25
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,CHARGE NO 06,CIRCLE NO 03,477060302,89,20
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,CHARGE NO 06,CIRCLE NO 03,477060303,210,42
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,CHARGE NO 06,CIRCLE NO 03,477060304,375,71
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,CHARGE NO 06,CIRCLE NO 03,477060305,29,3
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,CHARGE NO 06,CIRCLE NO 03,477060306,699,119
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,CHARGE NO 06,CIRCLE NO 04,477060401,"2,179",150
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,CHARGE NO 06,CIRCLE NO 04,477060402,992,158
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,CHARGE NO 06,CIRCLE NO 04,477060403,726,98
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,CHARGE NO 06,CIRCLE NO 04,477060404,30,5
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,CHARGE NO 06,CIRCLE NO 04,477060405,644,67
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,CHARGE NO 06,CIRCLE NO 04,477060406,543,52
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,CHARGE NO 06,CIRCLE NO 04,477060407,556,103
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,CHARGE NO 06,CIRCLE NO 04,477060408,651,61
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,CHARGE NO 06,CIRCLE NO 04,477060409,"1,435",143
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,CHARGE NO 06,AWARAN JUMAH LABAJ,477020205,79,18
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,CHARGE NO 06,AWARAN JUMAH LABAJ,477020206,232,42
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,CHARGE NO 06,AWARAN JUMAH LABAJ,477020207,744,140
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,CHARGE NO 06,AWARAN JUMAH LABAJ,477020208,564,100
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,CHARGE NO 06,AWARAN JUMAH LABAJ,477020209,171,31
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,CHARGE NO 06,AWARAN JUMAH LABAJ,477020210,271,50
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,CHARGE NO 06,CHEEDGI,477020211,"1,119",233
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,CHARGE NO 06,PAU SHEE,477020224,25,3
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,CHARGE NO 06,PAU SHEE,477020225,13,2
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,CHARGE NO 06,PAU SHEE,477020226,21,2
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,PIRANDAR PC,JOI QANDHAR,477020302,106,16
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,PIRANDAR PC,KALAG CHAKKAL,477020301,18,4
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,PIRANDAR PC,PIRANDAR GHARBI,477020304,562,88
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,PIRANDAR PC,PIRANDAR GHARBI,477020305,416,66
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,PIRANDAR PC,PIRANDAR GHARBI,477020306,605,94
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,PIRANDAR PC,TIRTEJ PC,,"3,531",596
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,PIRANDAR PC,BUZDAD,477020101,814,112
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,PIRANDAR PC,BUZDAD,477020102,771,138
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,PIRANDAR PC,BUZDAD,477020103,870,176
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,PIRANDAR PC,DURASKI,477020110,144,22
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,PIRANDAR PC,DURASKI DHAT,477020111,99,24
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,PIRANDAR PC,PEHSHEWAR (MESHOOD),477020104,468,63
1,Balochistan,11,AWARAN DISTRICT,AWARAN TEHSIL,AWARAN M.C.,PIRANDAR PC,SIAH GAZI,477020109,365,61
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GISHKORE PC,(JOI ANARI TARKI) JOI BARBARNK,477050137,0,0
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GISHKORE PC,(JOI KILLI)JOI MUKI,477050131,65,13
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GISHKORE PC,BADSHI (HUDSHI),477050135,0,0
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GISHKORE PC,CHAMBER,477050121,92,16
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GISHKORE PC,DACHIANISHIP,477050130,0,0
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GISHKORE PC,DUDAR,477050106,0,0
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GISHKORE PC,GISHKORE,477050110,444,83
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GISHKORE PC,HAJI ABAD,477050108,63,14
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GISHKORE PC,HORE GARBI,477050103,638,132
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GISHKORE PC,HORE GARBI,477050104,497,93
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GISHKORE PC,HORE GARBI,477050105,190,41
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GISHKORE PC,HORE SHARQI,477050114,949,199
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GISHKORE PC,HORE SHARQI,477050115,957,191
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GISHKORE PC,JALANBI,477050120,62,16
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GISHKORE PC,JARIN,477050111,308,58
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GISHKORE PC,JARIN,477050112,398,43
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GISHKORE PC,JARIN,477050113,0,0
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GISHKORE PC,JOI BANI,477050136,249,36
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GISHKORE PC,JOI BARMADAR,477050134,0,0
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GISHKORE PC,JOI ILYASS,477050132,83,20
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GISHKORE PC,JOI JORI,477050119,71,12
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GISHKORE PC,JOI KARIM DAD,477050133,0,0
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GISHKORE PC,JOI MERGHAI,477050118,26,5
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GISHKORE PC,KAHANJI (KENCHI),477050122,166,36
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GISHKORE PC,MARAH OTON GHARBI,477050124,914,186
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GISHKORE PC,MARAH OTON GHARBI,477050125,273,57
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GISHKORE PC,MARAH OTON SHARQI,477050126,0,0
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GISHKORE PC,MARAH OTON SHARQI,477050127,0,0
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GISHKORE PC,MERGHAI,477050116,98,17
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GISHKORE PC,NOKJO GISHKORE,477050109,233,50
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GISHKORE PC,RAKI CHAHI,477050128,319,65
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GISHKORE PC,RAKI CHAHI,477050129,642,133
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GISHKORE PC,SHAHI,477050107,335,76
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GISHKORE PC,SOHAR,477050101,335,65
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GISHKORE PC,SOHAR,477050102,227,47
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GISHKORE PC,SOKAL (SUKANI),477050123,47,9
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GISHKORE PC,TANZALA,477050117,202,43
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GUSHAANG PC,BANI,477050203,285,60
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GUSHAANG PC,CHASHMA JOI,477050210,5,1
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GUSHAANG PC,CHERI MALAR,477050218,"1,024",206
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GUSHAANG PC,CHERI MALAR,477050219,508,87
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GUSHAANG PC,CHERI MALAR,477050220,781,142
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GUSHAANG PC,GOINKI,477050206,0,0
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GUSHAANG PC,GUSHAANG,477050214,466,88
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GUSHAANG PC,GUSHAANG,477050215,247,48
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GUSHAANG PC,JOI ATTA MOHAMMAD,477050228,0,0
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GUSHAANG PC,JOI JANG (JOI JANG JAHI),477050201,66,8
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GUSHAANG PC,JOI KALLI,477050212,117,25
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GUSHAANG PC,JOI KAMBI,477050202,66,14
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GUSHAANG PC,KOHAN,477050229,131,26
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GUSHAANG PC,KULI,477050213,519,114
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GUSHAANG PC,KUMBI GARBI,477050204,337,69
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GUSHAANG PC,KUMBI SHARQI,477050205,260,47
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GUSHAANG PC,MANDI PARAG,477050211,82,21
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GUSHAANG PC,NALLI,477050209,37,6
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GUSHAANG PC,NOKAIL NALI,477050208,0,0
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GUSHAANG PC,NOKJO MALAR,477050226,96,22
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GUSHAANG PC,SAHARI,477050227,0,0
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GUSHAANG PC,SHAHI KALAG,477050225,0,0
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GUSHAANG PC,SIRI MALAR,477050216,"1,496",267
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GUSHAANG PC,SIRI MALAR,477050217,437,92
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GUSHAANG PC,TIRKASHI,477050207,0,0
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GUSHAANG PC,ZELAG (ZEK),477050221,438,81
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GUSHAANG PC,ZELAG (ZEK),477050222,194,36
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GUSHAANG PC,ZELAG (ZEK),477050223,662,118
1,Balochistan,11,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,GISHKORE QH,GUSHAANG PC,ZELAG (ZEK),477050224,"1,385",304
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,CAMP JHAO QH,CAMP JHAO PC,ARRAH,477030135,250,46
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,CAMP JHAO QH,CAMP JHAO PC,ARRAH,477030136,949,160
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,CAMP JHAO QH,CAMP JHAO PC,ARRAH,477030137,446,83
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,CAMP JHAO QH,CAMP JHAO PC,BASHAM GOTE,477030114,483,76
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,CAMP JHAO QH,CAMP JHAO PC,BAZK,477030131,985,101
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,CAMP JHAO QH,CAMP JHAO PC,CAMP JHAO,477030117,379,58
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,CAMP JHAO QH,CAMP JHAO PC,CAMP JHAO,477030118,610,104
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,CAMP JHAO QH,CAMP JHAO PC,DAMB ALI MOHAMMAD GOTH,477030108,630,70
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,CAMP JHAO QH,CAMP JHAO PC,DAMB ALI MOHAMMAD GOTH,477030109,362,36
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,CAMP JHAO QH,CAMP JHAO PC,DAMB ALI MOHAMMAD GOTH,477030110,441,56
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,CAMP JHAO QH,CAMP JHAO PC,GHULAM MOHD GOTE,477030121,408,42
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,CAMP JHAO QH,CAMP JHAO PC,GOKO,477030138,496,91
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,CAMP JHAO QH,CAMP JHAO PC,GOKO,477030139,520,91
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,CAMP JHAO QH,CAMP JHAO PC,GOKO,477030140,748,125
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,CAMP JHAO QH,CAMP JHAO PC,GUJARO,477030101,389,56
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,CAMP JHAO QH,CAMP JHAO PC,HAJI SHER,477030120,522,79
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,CAMP JHAO QH,CAMP JHAO PC,HAMID ABAD,477030133,0,0
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,CAMP JHAO QH,CAMP JHAO PC,HAMID ABAD,477030134,498,70
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,CAMP JHAO QH,CAMP JHAO PC,HARA KHAD,477030126,551,59
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,CAMP JHAO QH,CAMP JHAO PC,HARA KHAD,477030127,"1,508",183
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,CAMP JHAO QH,CAMP JHAO PC,KUNRI,477030130,313,44
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,CAMP JHAO QH,CAMP JHAO PC,KURAGI,477030128,517,69
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,CAMP JHAO QH,CAMP JHAO PC,LAL BAZAR,477030115,657,81
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,CAMP JHAO QH,CAMP JHAO PC,LAL BAZAR,477030116,524,65
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,CAMP JHAO QH,CAMP JHAO PC,LAL BAZAR,477030112,469,63
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,CAMP JHAO QH,CAMP JHAO PC,LANJAR JANUBI,477030113,0,0
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,CAMP JHAO QH,CAMP JHAO PC,LANJAR SHUMALI,477030111,558,57
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,CAMP JHAO QH,CAMP JHAO PC,MALAN,477030102,384,52
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,CAMP JHAO QH,CAMP JHAO PC,MALAN,477030103,408,43
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,CAMP JHAO QH,CAMP JHAO PC,MASOR,477030122,149,18
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,CAMP JHAO QH,CAMP JHAO PC,MASOR,477030123,59,8
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,CAMP JHAO QH,CAMP JHAO PC,MASOR,477030124,222,21
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,CAMP JHAO QH,CAMP JHAO PC,MATHAGEO,477030119,842,93
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,CAMP JHAO QH,CAMP JHAO PC,MOSAL PIR,477030132,826,122
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,CAMP JHAO QH,CAMP JHAO PC,NODE (DADU GOTH),477030125,192,21
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,CAMP JHAO QH,CAMP JHAO PC,PIRDAN,477030129,"1,357",195
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,CAMP JHAO QH,CAMP JHAO PC,SIAH DAMB,477030105,666,78
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,CAMP JHAO QH,CAMP JHAO PC,SIAH DAMB,477030106,429,64
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,CAMP JHAO QH,CAMP JHAO PC,SIAH DAMB,477030107,73,9
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,CAMP JHAO QH,CAMP JHAO PC,SISTAGAN,477030104,"1,015",107
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,CAMP JHAO QH,CAMP JHAO PC,TRANCH,477030141,395,56
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,CAMP JHAO QH,CAMP JHAO PC,TRANCH,477030142,281,46
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,KORAK JHAO QH,KORAK PC,(TROPE) TRAIP NONDRA,477040143,429,78
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,KORAK JHAO QH,KORAK PC,(ZERAI BHAINT)DERAI BHAINT,477040109,251,32
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,KORAK JHAO QH,KORAK PC,BAGARI ZILAG,477040123,644,98
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,KORAK JHAO QH,KORAK PC,BAGARI ZILAG,477040124,270,43
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,KORAK JHAO QH,KORAK PC,BHATI,477040140,271,50
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,KORAK JHAO QH,KORAK PC,BIDRANG,477040138,230,43
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,KORAK JHAO QH,KORAK PC,CHAPAR NONDRA(KAPAR NONDRA),477040147,365,69
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,KORAK JHAO QH,KORAK PC,DAMB GAZI,477040122,757,98
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,KORAK JHAO QH,KORAK PC,DARO KOCHA,477040117,229,30
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,KORAK JHAO QH,KORAK PC,DULAJI,477040136,349,49
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,KORAK JHAO QH,KORAK PC,GALLI,477040135,558,88
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,KORAK JHAO QH,KORAK PC,GARAI,477040134,563,92
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,KORAK JHAO QH,KORAK PC,GARRI (GARRI GHAREEBABAD NONOR,477040145,262,52
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,KORAK JHAO QH,KORAK PC,JALONTI,477040148,740,154
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,KORAK JHAO QH,KORAK PC,JALONTI,477040149,323,66
1,Balochistan,11,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,KORAK JHAO QH,KORAK PC,JAURI,477040137,330,49
