PID,Province,DID,District,Tehsil,Area,Charge,Circle,ID,Population,No. of HH
1,Balochistan,17,JAFFARABAD DISTRICT,JHAT PAT TEHSIL,ROJHAN QH,SAMOO PC,CHAK NO 011,471090210,"1,432",279
1,Balochistan,17,JAFFARABAD DISTRICT,JHAT PAT TEHSIL,ROJHAN QH,SAMOO PC,CHAK NO 011,471090211,693,91
1,Balochistan,17,JAFFARABAD DISTRICT,JHAT PAT TEHSIL,ROJHAN QH,SAMOO PC,SAMOO,471090201,"1,715",311
1,Balochistan,17,JAFFARABAD DISTRICT,JHAT PAT TEHSIL,ROJHAN QH,SAMOO PC,SAMOO,471090209,"1,292",203
1,Balochistan,17,JAFFARABAD DISTRICT,JHAT PAT TEHSIL,ROJHAN QH,SAMOO PC,SHAHWARES PAT,471090207,"1,546",292
1,Balochistan,17,JAFFARABAD DISTRICT,JHAT PAT TEHSIL,ROJHAN QH,SAMOO PC,SHAHWARES PAT,471090208,"2,244",387
1,Balochistan,17,JAFFARABAD DISTRICT,JHAT PAT TEHSIL,ROJHAN QH,SAMOO PC,TAI PUR,471090206,"3,241",596
1,Balochistan,17,JAFFARABAD DISTRICT,JHAT PAT TEHSIL,SADDAR JHAT PAT QH,MAMAL PC,BAND MANK,471080205,"4,014",418
1,Balochistan,17,JAFFARABAD DISTRICT,JHAT PAT TEHSIL,SADDAR JHAT PAT QH,MAMAL PC,DHRAN,471080202,"2,122",340
1,Balochistan,17,JAFFARABAD DISTRICT,JHAT PAT TEHSIL,SADDAR JHAT PAT QH,MAMAL PC,JHAT PAT,471080206,"1,313",250
1,Balochistan,17,JAFFARABAD DISTRICT,JHAT PAT TEHSIL,SADDAR JHAT PAT QH,MAMAL PC,MAMAL,471080201,"1,275",163
1,Balochistan,17,JAFFARABAD DISTRICT,JHAT PAT TEHSIL,SADDAR JHAT PAT QH,MAMAL PC,PAT SANHRI,471080203,"2,411",393
1,Balochistan,17,JAFFARABAD DISTRICT,JHAT PAT TEHSIL,SADDAR JHAT PAT QH,MAMAL PC,THARRI,471080204,"2,924",503
1,Balochistan,17,JAFFARABAD DISTRICT,JHAT PAT TEHSIL,SADDAR JHAT PAT QH,MAMAL PC,THARRI,471080207,"2,491",391
1,Balochistan,17,JAFFARABAD DISTRICT,JHAT PAT TEHSIL,SADDAR JHAT PAT QH,REMZA PUR PC,BAGO BAND,471080305,"5,535",792
1,Balochistan,17,JAFFARABAD DISTRICT,JHAT PAT TEHSIL,SADDAR JHAT PAT QH,REMZA PUR PC,DINGRO,471080302,"6,266",579
1,Balochistan,17,JAFFARABAD DISTRICT,JHAT PAT TEHSIL,SADDAR JHAT PAT QH,REMZA PUR PC,MERGHARI,471080303,"3,031",541
1,Balochistan,17,JAFFARABAD DISTRICT,JHAT PAT TEHSIL,SADDAR JHAT PAT QH,REMZA PUR PC,MERGHARI,471080304,"2,244",230
1,Balochistan,17,JAFFARABAD DISTRICT,JHAT PAT TEHSIL,SADDAR JHAT PAT QH,REMZA PUR PC,REMZAPUR,471080301,"6,209",1044
1,Balochistan,17,JAFFARABAD DISTRICT,JHAT PAT TEHSIL,SADDAR JHAT PAT QH,REMZA PUR PC,YAT GARH,471080306,"2,007",260
1,Balochistan,17,JAFFARABAD DISTRICT,JHAT PAT TEHSIL,SADDAR JHAT PAT QH,REMZA PUR PC,YAT GARH,471080307,"2,099",320
1,Balochistan,17,JAFFARABAD DISTRICT,JHAT PAT TEHSIL,SADDAR JHAT PAT QH,SADDAR JHAT PAT PC,BARO,471080108,"1,517",204
1,Balochistan,17,JAFFARABAD DISTRICT,JHAT PAT TEHSIL,SADDAR JHAT PAT QH,SADDAR JHAT PAT PC,BARO,471080109,"2,537",406
1,Balochistan,17,JAFFARABAD DISTRICT,JHAT PAT TEHSIL,SADDAR JHAT PAT QH,SADDAR JHAT PAT PC,BARO,471080111,"3,145",512
1,Balochistan,17,JAFFARABAD DISTRICT,JHAT PAT TEHSIL,SADDAR JHAT PAT QH,SADDAR JHAT PAT PC,JODHIR,471080110,"3,448",552
1,Balochistan,17,JAFFARABAD DISTRICT,JHAT PAT TEHSIL,SADDAR JHAT PAT QH,SADDAR JHAT PAT PC,MANJOTHI,471080101,"1,051",134
1,Balochistan,17,JAFFARABAD DISTRICT,JHAT PAT TEHSIL,SADDAR JHAT PAT QH,SADDAR JHAT PAT PC,MANJOTHI,471080102,"1,977",265
1,Balochistan,17,JAFFARABAD DISTRICT,JHAT PAT TEHSIL,SADDAR JHAT PAT QH,SADDAR JHAT PAT PC,MANJOTHI,471080103,783,124
1,Balochistan,17,JAFFARABAD DISTRICT,JHAT PAT TEHSIL,SADDAR JHAT PAT QH,SADDAR JHAT PAT PC,MANJOTHI,471080104,"1,064",167
1,Balochistan,17,JAFFARABAD DISTRICT,JHAT PAT TEHSIL,SADDAR JHAT PAT QH,SADDAR JHAT PAT PC,MANJOTHI,471080105,"1,728",270
1,Balochistan,17,JAFFARABAD DISTRICT,JHAT PAT TEHSIL,SADDAR JHAT PAT QH,SADDAR JHAT PAT PC,MANJOTHI,471080106,"2,015",346
1,Balochistan,17,JAFFARABAD DISTRICT,JHAT PAT TEHSIL,SADDAR JHAT PAT QH,SADDAR JHAT PAT PC,NASIRABAD,471080107,"1,917",211
1,Balochistan,17,JAFFARABAD DISTRICT,JHAT PAT TEHSIL,SADDAR JHAT PAT QH,SADDAR JHAT PAT PC,NASIRABAD,471080112,"1,830",288
1,Balochistan,17,JAFFARABAD DISTRICT,JHAT PAT TEHSIL,SADDAR JHAT PAT QH,SADDAR JHAT PAT PC,NASIRABAD,471080113,"3,167",481
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,KHANPUR QH,BAKHRAH PC,BAKHRAH,471020201,"2,118",227
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,KHANPUR QH,BAKHRAH PC,BAKHRAH,471020202,"5,182",644
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,KHANPUR QH,BAKHRAH PC,CHACHRAH,471020205,"4,129",611
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,KHANPUR QH,BAKHRAH PC,CHANDIA,471020203,"4,505",601
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,KHANPUR QH,BAKHRAH PC,CHANDIA,471020204,"2,239",343
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,KHANPUR QH,BAKHRAH PC,HAZAR WAH,471020206,"1,838",288
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,KHANPUR QH,BAKHRAH PC,ZOR GARH,471020207,"2,791",425
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,KHANPUR QH,BAKHRAH PC,ZOR GARH,471020208,"2,702",401
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,KHANPUR QH,KHANPUR PC,BETIYOON ANDROON,471020105,821,125
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,KHANPUR QH,KHANPUR PC,CHAK NO 054,471020106,"1,354",191
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,KHANPUR QH,KHANPUR PC,DANB,471020102,"3,260",497
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,KHANPUR QH,KHANPUR PC,DANB,471020103,"2,209",301
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,KHANPUR QH,KHANPUR PC,KHANPUR,471020101,"3,809",530
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,KHANPUR QH,KHANPUR PC,SATHI,471020104,723,96
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,MEHRABPUR QH,MEHRABPUR PC,GARHI MIR MOHAMMAD,471040103,"1,955",350
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,MEHRABPUR QH,MEHRABPUR PC,JHALOO,471040105,"1,389",243
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,MEHRABPUR QH,MEHRABPUR PC,KHAIRANI,471040102,594,75
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,MEHRABPUR QH,MEHRABPUR PC,MEHRAB PUR,471040101,"2,405",402
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,MEHRABPUR QH,MEHRABPUR PC,SEER,471040104,"1,393",235
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,MEHRABPUR QH,SHAHELEYANI PC,CHAK NO 048,471040207,921,183
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,MEHRABPUR QH,SHAHELEYANI PC,CHAK NO 049,471040208,666,138
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,MEHRABPUR QH,SHAHELEYANI PC,JANG DOST,471040203,"1,404",260
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,MEHRABPUR QH,SHAHELEYANI PC,JANG DOST,471040204,"1,073",214
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,MEHRABPUR QH,SHAHELEYANI PC,KANDI,471040202,"1,460",265
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,MEHRABPUR QH,SHAHELEYANI PC,SHAH WASSAYA,471040205,"1,885",344
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,MEHRABPUR QH,SHAHELEYANI PC,SHAH WASSAYA,471040206,"1,040",187
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,MEHRABPUR QH,SHAHELEYANI PC,SHAHELEYANI,471040201,"1,253",156
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,QABULAH QH,FAIZ ABAD PC,BARI BEROON,471030205,"1,207",189
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,QABULAH QH,FAIZ ABAD PC,BARI UNDROON,471030204,293,47
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,QABULAH QH,FAIZ ABAD PC,BITUON BEROON,471030207,"1,401",221
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,QABULAH QH,FAIZ ABAD PC,BITUON BEROON,471030209,687,111
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,QABULAH QH,FAIZ ABAD PC,CHAK NO 053,471030206,"1,006",156
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,QABULAH QH,FAIZ ABAD PC,FAIZ ABAD,471030201,"3,435",578
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,QABULAH QH,FAIZ ABAD PC,KHAIRPUR JAMALI,471030202,"1,841",200
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,QABULAH QH,FAIZ ABAD PC,KHAIRPUR JAMALI,471030203,"2,163",397
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,QABULAH QH,FAIZ ABAD PC,KHAIRPUR JAMALI,471030208,862,115
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,QABULAH QH,PIRAL ABAD PC,BAKHSHALANI,471030306,345,48
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,QABULAH QH,PIRAL ABAD PC,GHOUS PUR,471030305,"1,211",162
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,QABULAH QH,PIRAL ABAD PC,NOOR PUR,471030301,"5,108",500
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,QABULAH QH,PIRAL ABAD PC,NOOR PUR,471030302,909,142
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,QABULAH QH,PIRAL ABAD PC,PIRAL ABAD,471030303,"2,660",283
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,QABULAH QH,PIRAL ABAD PC,PIRAL ABAD,471030304,"4,073",368
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,QABULAH QH,QABULAH PC,BAND MANDHO,471030110,673,133
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,QABULAH QH,QABULAH PC,CHAK NO 050,471030106,769,133
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,QABULAH QH,QABULAH PC,CHAK NO 051,471030107,"1,023",97
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,QABULAH QH,QABULAH PC,CHAK NO 052,471030108,357,50
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,QABULAH QH,QABULAH PC,GHARI BEROON,471030109,528,91
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,QABULAH QH,QABULAH PC,GHARI UNDROON,471030105,203,31
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,QABULAH QH,QABULAH PC,QABULAH,471030101,"1,544",247
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,QABULAH QH,QABULAH PC,QABULAH,471030102,"1,177",227
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,QABULAH QH,QABULAH PC,SHAHAL ZAI,471030103,"1,146",201
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,QABULAH QH,QABULAH PC,SHAHAL ZAI,471030104,"1,142",180
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,SADDAR QH,HEDIRA PC,FATEH PUR,471010202,"1,663",287
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,SADDAR QH,HEDIRA PC,HEDIRA,471010201,"1,856",238
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,SADDAR QH,HEDIRA PC,SOBAWAH,471010203,"1,357",292
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,SADDAR QH,HEDIRA PC,SOBAWAH,471010204,"1,810",364
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,SADDAR QH,SADDAR USTA PC,DAD PUR (DAD MUHAMMAD),471010106,"1,785",321
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,SADDAR QH,SADDAR USTA PC,KHAIR PUR,471010104,"1,283",218
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,SADDAR QH,SADDAR USTA PC,KHAIR PUR,471010105,"1,549",246
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,SADDAR QH,SADDAR USTA PC,SAMMEJI,471010102,"1,930",332
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,SADDAR QH,SADDAR USTA PC,SAMMEJI,471010103,"1,679",300
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,SADDAR QH,SADDAR USTA PC,USTA MUHAMMAD,471010101,"3,336",534
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,USTA MOHAMMAD MC,CHARGE NO 12,CIRCLE NO 01,471120101,998,111
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,USTA MOHAMMAD MC,CHARGE NO 12,CIRCLE NO 01,471120102,"4,794",770
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,USTA MOHAMMAD MC,CHARGE NO 12,CIRCLE NO 01,471120103,"2,303",407
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,USTA MOHAMMAD MC,CHARGE NO 12,CIRCLE NO 01,471120104,"1,869",336
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,USTA MOHAMMAD MC,CHARGE NO 12,CIRCLE NO 01,471120105,"1,881",222
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,USTA MOHAMMAD MC,CHARGE NO 12,CIRCLE NO 01,471120106,789,102
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,USTA MOHAMMAD MC,CHARGE NO 12,CIRCLE NO 02,471120201,"1,683",272
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,USTA MOHAMMAD MC,CHARGE NO 12,CIRCLE NO 02,471120202,"1,353",201
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,USTA MOHAMMAD MC,CHARGE NO 12,CIRCLE NO 02,471120203,"5,890",893
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,USTA MOHAMMAD MC,CHARGE NO 12,CIRCLE NO 02,471120204,"6,638",1026
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,USTA MOHAMMAD MC,CHARGE NO 12,CIRCLE NO 02,471120205,708,116
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,USTA MOHAMMAD MC,CHARGE NO 12,CIRCLE NO 02,471120206,"1,481",248
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,USTA MOHAMMAD MC,CHARGE NO 12,CIRCLE NO 02,471120207,"1,051",185
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,USTA MOHAMMAD MC,CHARGE NO 12,CIRCLE NO 03,471120301,760,96
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,USTA MOHAMMAD MC,CHARGE NO 12,CIRCLE NO 03,471120302,"4,672",744
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,USTA MOHAMMAD MC,CHARGE NO 12,CIRCLE NO 03,471120303,"1,277",235
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,USTA MOHAMMAD MC,CHARGE NO 12,CIRCLE NO 03,471120304,362,68
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,USTA MOHAMMAD MC,CHARGE NO 12,CIRCLE NO 03,471120305,"1,307",226
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,USTA MOHAMMAD MC,CHARGE NO 12,CIRCLE NO 03,471120306,924,151
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,USTA MOHAMMAD MC,CHARGE NO 12,CIRCLE NO 04,471120401,"1,809",209
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,USTA MOHAMMAD MC,CHARGE NO 12,CIRCLE NO 04,471120402,"3,959",603
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,USTA MOHAMMAD MC,CHARGE NO 12,CIRCLE NO 04,471120403,400,60
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,USTA MOHAMMAD MC,CHARGE NO 12,CIRCLE NO 04,471120404,"1,589",267
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,USTA MOHAMMAD MC,CHARGE NO 12,CIRCLE NO 04,471120501,"3,879",437
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,USTA MOHAMMAD MC,CHARGE NO 12,CIRCLE NO 04,471120502,"2,208",290
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,USTA MOHAMMAD MC,CHARGE NO 12,CIRCLE NO 04,471120503,"2,053",275
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,USTA MOHAMMAD MC,CHARGE NO 12,CIRCLE NO 04,471120504,"3,690",457
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,USTA MOHAMMAD MC,CHARGE NO 12,CIRCLE NO 04,471120505,"1,074",134
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,USTA MOHAMMAD MC,CHARGE NO 12,CIRCLE NO 04,471120506,"2,645",350
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,USTA MOHAMMAD MC,CHARGE NO 12,CIRCLE NO 06,471120601,"1,807",197
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,USTA MOHAMMAD MC,CHARGE NO 12,CIRCLE NO 06,471120602,"1,691",252
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,USTA MOHAMMAD MC,CHARGE NO 12,CIRCLE NO 06,471120603,424,71
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,USTA MOHAMMAD MC,CHARGE NO 12,CIRCLE NO 06,471120604,"5,757",947
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,USTA MOHAMMAD MC,CHARGE NO 12,CIRCLE NO 06,471120605,"1,343",174
1,Balochistan,17,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,USTA MOHAMMAD MC,CHARGE NO 12,CIRCLE NO 06,471120606,"2,029",310
1,Balochistan,18,KOHLU DISTRICT,GRISANI SUB-TEHSIL,GRISANI QH,GRISANI PC,BALADHAKA,469080106,"3,395",390
1,Balochistan,18,JHAL MAGSI DISTRICT,GANDAWA TEHSIL,GANDAWA M.C.,CHARGE NO 04,CIRCLE NO 01,473040102,732,120
1,Balochistan,18,JHAL MAGSI DISTRICT,GANDAWA TEHSIL,GANDAWA M.C.,CHARGE NO 04,CIRCLE NO 01,473040103,"1,580",277
1,Balochistan,18,JHAL MAGSI DISTRICT,GANDAWA TEHSIL,GANDAWA M.C.,CHARGE NO 04,CIRCLE NO 01,473040104,"1,332",235
1,Balochistan,18,JHAL MAGSI DISTRICT,GANDAWA TEHSIL,GANDAWA M.C.,CHARGE NO 04,CIRCLE NO 01,473040105,"1,431",228
1,Balochistan,18,JHAL MAGSI DISTRICT,GANDAWA TEHSIL,GANDAWA M.C.,CHARGE NO 04,CIRCLE NO 01,473040106,"1,096",183
1,Balochistan,18,JHAL MAGSI DISTRICT,GANDAWA TEHSIL,SADDAR QH,GADA GHARRA PC,GHOUS ABAD,473010401,489,98
1,Balochistan,18,JHAL MAGSI DISTRICT,GANDAWA TEHSIL,SADDAR QH,GADA GHARRA PC,HASHIM BUDH,473010402,878,136
1,Balochistan,18,JHAL MAGSI DISTRICT,GANDAWA TEHSIL,SADDAR QH,GADA GHARRA PC,HASHIM KHOKHAR,473010403,349,53
1,Balochistan,18,JHAL MAGSI DISTRICT,GANDAWA TEHSIL,SADDAR QH,GADA GHARRA PC,JAGIRANI,473010404,284,29
1,Balochistan,18,JHAL MAGSI DISTRICT,GANDAWA TEHSIL,SADDAR QH,GADA GHARRA PC,KALAI ABAD,473010405,69,11
1,Balochistan,18,JHAL MAGSI DISTRICT,GANDAWA TEHSIL,SADDAR QH,GADA GHARRA PC,SOHRAB GOLA,473010406,233,33
1,Balochistan,18,JHAL MAGSI DISTRICT,GANDAWA TEHSIL,SADDAR QH,GADA GHARRA PC,YARU GOLA,473010407,68,12
1,Balochistan,18,JHAL MAGSI DISTRICT,GANDAWA TEHSIL,SADDAR QH,GADA GHARRA PC,ZEERIN BURRAH,473010408,"2,013",323
1,Balochistan,18,JHAL MAGSI DISTRICT,GANDAWA TEHSIL,SADDAR QH,GANDAWA PC,AWAL SHAH,473010306,136,17
1,Balochistan,18,JHAL MAGSI DISTRICT,GANDAWA TEHSIL,SADDAR QH,GANDAWA PC,BUORAH,473010312,94,21
1,Balochistan,18,JHAL MAGSI DISTRICT,GANDAWA TEHSIL,SADDAR QH,GANDAWA PC,DADH DANGAR,473010304,9,2
1,Balochistan,18,JHAL MAGSI DISTRICT,GANDAWA TEHSIL,SADDAR QH,GANDAWA PC,DADH TUNIA,473010301,0,0
1,Balochistan,18,JHAL MAGSI DISTRICT,GANDAWA TEHSIL,SADDAR QH,GANDAWA PC,DITTA MACHI,473010311,221,42
1,Balochistan,18,JHAL MAGSI DISTRICT,GANDAWA TEHSIL,SADDAR QH,GANDAWA PC,GANDAWA,473010313,964,182
1,Balochistan,18,JHAL MAGSI DISTRICT,GANDAWA TEHSIL,SADDAR QH,GANDAWA PC,GANDAWA,473010314,43,8
1,Balochistan,18,JHAL MAGSI DISTRICT,GANDAWA TEHSIL,SADDAR QH,GANDAWA PC,GANDAWA,473010315,847,141
1,Balochistan,18,JHAL MAGSI DISTRICT,GANDAWA TEHSIL,SADDAR QH,GANDAWA PC,GANDAWA,473010316,"1,246",174
1,Balochistan,18,JHAL MAGSI DISTRICT,GANDAWA TEHSIL,SADDAR QH,GANDAWA PC,GANDAWA,473010317,344,51
1,Balochistan,18,JHAL MAGSI DISTRICT,GANDAWA TEHSIL,SADDAR QH,GANDAWA PC,KALRAH,473010309,261,46
1,Balochistan,18,JHAL MAGSI DISTRICT,GANDAWA TEHSIL,SADDAR QH,GANDAWA PC,KHANWAH MEWA,473010305,4,2
1,Balochistan,18,JHAL MAGSI DISTRICT,GANDAWA TEHSIL,SADDAR QH,GANDAWA PC,LAKHI,473010307,16,3
1,Balochistan,18,JHAL MAGSI DISTRICT,GANDAWA TEHSIL,SADDAR QH,GANDAWA PC,LAKHTI,473010310,651,148
1,Balochistan,18,JHAL MAGSI DISTRICT,GANDAWA TEHSIL,SADDAR QH,GANDAWA PC,LOHIGARA,473010318,748,120
1,Balochistan,18,JHAL MAGSI DISTRICT,GANDAWA TEHSIL,SADDAR QH,GANDAWA PC,LUQMAN,473010308,50,10
1,Balochistan,18,JHAL MAGSI DISTRICT,GANDAWA TEHSIL,SADDAR QH,GANDAWA PC,MOHAMMAD BAQA,473010302,227,21
1,Balochistan,18,JHAL MAGSI DISTRICT,GANDAWA TEHSIL,SADDAR QH,GANDAWA PC,NOOR SHAH,473010303,296,60
1,Balochistan,18,JHAL MAGSI DISTRICT,GANDAWA TEHSIL,SADDAR QH,KOTRA PC,AKHUNDANI,473010119,418,79
1,Balochistan,18,JHAL MAGSI DISTRICT,GANDAWA TEHSIL,SADDAR QH,KOTRA PC,CHORI,473010101,32,7
1,Balochistan,18,JHAL MAGSI DISTRICT,GANDAWA TEHSIL,SADDAR QH,KOTRA PC,GABILA,473010116,"2,383",401
1,Balochistan,18,JHAL MAGSI DISTRICT,GANDAWA TEHSIL,SADDAR QH,KOTRA PC,GAJAN,473010113,"1,741",252
1,Balochistan,18,JHAL MAGSI DISTRICT,GANDAWA TEHSIL,SADDAR QH,KOTRA PC,GAJAN,473010114,"1,497",246
1,Balochistan,18,JHAL MAGSI DISTRICT,GANDAWA TEHSIL,SADDAR QH,KOTRA PC,KANDHAR,473010112,173,33
1,Balochistan,18,JHAL MAGSI DISTRICT,GANDAWA TEHSIL,SADDAR QH,KOTRA PC,KANDORI,473010115,649,118
1,Balochistan,18,JHAL MAGSI DISTRICT,GANDAWA TEHSIL,SADDAR QH,KOTRA PC,KHARI,473010102,"3,748",634
1,Balochistan,18,JHAL MAGSI DISTRICT,GANDAWA TEHSIL,SADDAR QH,KOTRA PC,KHUNJANI,473010118,629,110
