PID,Province,DID,District,Crop,Year,(Area in '000' Hectares),"(Production in ""000""Tonnes)"
1,Balochistan,16,Sibi,Wheat,1995-96,16.1,35.3
1,Balochistan,134,Tomboo,Wheat,1995-96,0,0
1,Balochistan,135,Turbat,Wheat,1995-96,1.9,3.7
1,Balochistan,115,Zhob,Wheat,1995-96,2.5,5
1,Balochistan,110,Ziarat,Wheat,1995-96,0,0
1,Balochistan,125,Awaran,Wheat,1996-97,0,0
1,Balochistan,113,Barkhan,Wheat,1996-97,4.1,9
1,Balochistan,119,Bolan,Wheat,1996-97,11.2,28
1,Balochistan,15,Chagai,Wheat,1996-97,11.5,20
1,Balochistan,19,DERA BUGTI,Wheat,1996-97,0.5,1
1,Balochistan,129,Gwadar,Wheat,1996-97,0.1,0.1
1,Balochistan,117,JAFARABAD,Wheat,1996-97,83.9,224.8
1,Balochistan,120,JHAL MAGSI,Wheat,1996-97,11,26
1,Balochistan,128,KACHHI,Wheat,1996-97,0,0
1,Balochistan,123,Kalat,Wheat,1996-97,7.5,14.8
1,Balochistan,126,Kharan,Wheat,1996-97,5.4,7.6
1,Balochistan,124,Khuzdar,Wheat,1996-97,40.3,101.7
1,Balochistan,13,KILLA ABDULLAH,Wheat,1996-97,0,0
1,Balochistan,114,KILLA SAIFULLAH ,Wheat,1996-97,14,28.6
1,Balochistan,18,Kohlu,Wheat,1996-97,1.7,3.8
1,Balochistan,121,Lasbela,Wheat,1996-97,1.6,3.9
1,Balochistan,111,Loralai,Wheat,1996-97,12,22.9
1,Balochistan,122,Mastung,Wheat,1996-97,9,20
1,Balochistan,112,MUSA KHEL,Wheat,1996-97,1.8,3.2
1,Balochistan,118,NASEERABAD,Wheat,1996-97,60.2,161.1
1,Balochistan,130,PANJGUR,Wheat,1996-97,1.8,2.3
1,Balochistan,12,Pishin,Wheat,1996-97,22.4,47.7
1,Balochistan,11,Quetta,Wheat,1996-97,3.5,7.5
1,Balochistan,16,Sibi,Wheat,1996-97,14.2,32.9
1,Balochistan,134,Tomboo,Wheat,1996-97,0,0
1,Balochistan,135,Turbat,Wheat,1996-97,0.8,1.9
1,Balochistan,115,Zhob,Wheat,1996-97,1.1,2.4
1,Balochistan,110,Ziarat,Wheat,1996-97,0,0
1,Balochistan,125,Awaran,Wheat,1997-98,0,0
1,Balochistan,113,Barkhan,Wheat,1997-98,8.2,16.3
1,Balochistan,119,Bolan,Wheat,1997-98,11.7,29.5
1,Balochistan,15,Chagai,Wheat,1997-98,16.2,29.9
1,Balochistan,19,DERA BUGTI,Wheat,1997-98,0.6,1.3
1,Balochistan,129,Gwadar,Wheat,1997-98,0.2,0.2
1,Balochistan,117,JAFARABAD,Wheat,1997-98,77.4,208.3
1,Balochistan,120,JHAL MAGSI,Wheat,1997-98,13.3,32.3
1,Balochistan,128,KACHHI,Wheat,1997-98,0,0
1,Balochistan,123,Kalat,Wheat,1997-98,12,22.7
1,Balochistan,126,Kharan,Wheat,1997-98,5.4,7.6
1,Balochistan,124,Khuzdar,Wheat,1997-98,42.9,106.9
1,Balochistan,13,KILLA ABDULLAH,Wheat,1997-98,0,0
1,Balochistan,114,KILLA SAIFULLAH ,Wheat,1997-98,13,22.3
1,Balochistan,18,Kohlu,Wheat,1997-98,10.2,13.5
1,Balochistan,121,Lasbela,Wheat,1997-98,1.2,3
1,Balochistan,111,Loralai,Wheat,1997-98,12.1,22.8
1,Balochistan,122,Mastung,Wheat,1997-98,31.2,55.8
1,Balochistan,112,MUSA KHEL,Wheat,1997-98,1.9,3.3
1,Balochistan,118,NASEERABAD,Wheat,1997-98,69.9,188.2
1,Balochistan,130,PANJGUR,Wheat,1997-98,4,5.7
1,Balochistan,12,Pishin,Wheat,1997-98,24.6,49.7
1,Balochistan,11,Quetta,Wheat,1997-98,3.4,7.4
1,Balochistan,16,Sibi,Wheat,1997-98,16.1,34.1
1,Balochistan,134,Tomboo,Wheat,1997-98,0,0
1,Balochistan,135,Turbat,Wheat,1997-98,2.2,3.7
1,Balochistan,115,Zhob,Wheat,1997-98,4,7.1
1,Balochistan,110,Ziarat,Wheat,1997-98,0,0
1,Balochistan,125,Awaran,Wheat,1998-99,0,0
1,Balochistan,113,Barkhan,Wheat,1998-99,8.1,16.1
1,Balochistan,119,Bolan,Wheat,1998-99,11.6,29.5
1,Balochistan,15,Chagai,Wheat,1998-99,12,30.5
1,Balochistan,19,DERA BUGTI,Wheat,1998-99,0.4,1
1,Balochistan,129,Gwadar,Wheat,1998-99,0,0
1,Balochistan,117,JAFARABAD,Wheat,1998-99,67.7,182.3
1,Balochistan,120,JHAL MAGSI,Wheat,1998-99,12,29.2
1,Balochistan,128,KACHHI,Wheat,1998-99,0,0
1,Balochistan,123,Kalat,Wheat,1998-99,5.3,12.7
1,Balochistan,126,Kharan,Wheat,1998-99,1.9,3.9
1,Balochistan,124,Khuzdar,Wheat,1998-99,39.3,101.5
1,Balochistan,13,KILLA ABDULLAH,Wheat,1998-99,0,0
1,Balochistan,114,KILLA SAIFULLAH ,Wheat,1998-99,12.5,21.9
1,Balochistan,18,Kohlu,Wheat,1998-99,6.3,9
1,Balochistan,121,Lasbela,Wheat,1998-99,1.2,3
1,Balochistan,111,Loralai,Wheat,1998-99,6.4,15.4
1,Balochistan,122,Mastung,Wheat,1998-99,31.8,49.7
1,Balochistan,112,MUSA KHEL,Wheat,1998-99,1.9,3.2
1,Balochistan,118,NASEERABAD,Wheat,1998-99,57.3,154.3
1,Balochistan,130,PANJGUR,Wheat,1998-99,1.3,1.9
1,Balochistan,12,Pishin,Wheat,1998-99,14.9,34.8
1,Balochistan,11,Quetta,Wheat,1998-99,4.3,9.1
1,Balochistan,16,Sibi,Wheat,1998-99,13.1,30.8
1,Balochistan,134,Tomboo,Wheat,1998-99,0,0
1,Balochistan,135,Turbat,Wheat,1998-99,0.9,1.9
1,Balochistan,115,Zhob,Wheat,1998-99,3.8,7
1,Balochistan,110,Ziarat,Wheat,1998-99,0,0
1,Balochistan,125,Awaran,Wheat,1999-00,0,0
1,Balochistan,113,Barkhan,Wheat,1999-00,2.4,3.1
1,Balochistan,119,Bolan,Wheat,1999-00,12.4,22.6
1,Balochistan,15,Chagai,Wheat,1999-00,13.4,22.2
1,Balochistan,19,DERA BUGTI,Wheat,1999-00,0.5,0.8
1,Balochistan,129,Gwadar,Wheat,1999-00,0,0
1,Balochistan,117,JAFARABAD,Wheat,1999-00,68.3,117.7
1,Balochistan,120,JHAL MAGSI,Wheat,1999-00,16,29.6
1,Balochistan,128,KACHHI,Wheat,1999-00,0,0
1,Balochistan,123,Kalat,Wheat,1999-00,5.4,9.5
1,Balochistan,126,Kharan,Wheat,1999-00,16.6,28.3
1,Balochistan,124,Khuzdar,Wheat,1999-00,48.4,86.3
1,Balochistan,13,KILLA ABDULLAH,Wheat,1999-00,0,0
1,Balochistan,114,KILLA SAIFULLAH ,Wheat,1999-00,13.2,11.7
1,Balochistan,18,Kohlu,Wheat,1999-00,6.8,10.3
1,Balochistan,121,Lasbela,Wheat,1999-00,3.2,5.2
1,Balochistan,111,Loralai,Wheat,1999-00,4.2,6.8
1,Balochistan,122,Mastung,Wheat,1999-00,9.1,10.8
1,Balochistan,112,MUSA KHEL,Wheat,1999-00,1.9,1.5
1,Balochistan,118,NASEERABAD,Wheat,1999-00,67.9,113.3
1,Balochistan,130,PANJGUR,Wheat,1999-00,2.8,1.5
1,Balochistan,12,Pishin,Wheat,1999-00,18.2,23.3
1,Balochistan,11,Quetta,Wheat,1999-00,4.6,7.1
1,Balochistan,16,Sibi,Wheat,1999-00,13.8,14.5
1,Balochistan,134,Tomboo,Wheat,1999-00,0,0
1,Balochistan,135,Turbat,Wheat,1999-00,0.6,0.9
1,Balochistan,115,Zhob,Wheat,1999-00,2.3,2.5
1,Balochistan,110,Ziarat,Wheat,1999-00,0,0
1,Balochistan,125,Awaran,Wheat,2000-01,0,0
1,Balochistan,113,Barkhan,Wheat,2000-01,0,0
1,Balochistan,119,Bolan,Wheat,2000-01,0,0
1,Balochistan,15,Chagai,Wheat,2000-01,11.4,20
1,Balochistan,19,DERA BUGTI,Wheat,2000-01,2.8,4.5
1,Balochistan,129,Gwadar,Wheat,2000-01,0,0
1,Balochistan,117,JAFARABAD,Wheat,2000-01,0,0
1,Balochistan,120,JHAL MAGSI,Wheat,2000-01,0,0
1,Balochistan,128,KACHHI,Wheat,2000-01,16.8,30.6
1,Balochistan,123,Kalat,Wheat,2000-01,6,10.7
1,Balochistan,126,Kharan,Wheat,2000-01,15.3,29.2
1,Balochistan,124,Khuzdar,Wheat,2000-01,40.8,67.6
1,Balochistan,13,KILLA ABDULLAH,Wheat,2000-01,0,0
1,Balochistan,114,KILLA SAIFULLAH ,Wheat,2000-01,8.6,16.3
1,Balochistan,18,Kohlu,Wheat,2000-01,3.7,3.2
1,Balochistan,121,Lasbela,Wheat,2000-01,5.9,10.6
1,Balochistan,111,Loralai,Wheat,2000-01,30.8,50.5
1,Balochistan,122,Mastung,Wheat,2000-01,8,15.1
1,Balochistan,112,MUSA KHEL,Wheat,2000-01,0,0
1,Balochistan,118,NASEERABAD,Wheat,2000-01,150.7,316.6
1,Balochistan,130,PANJGUR,Wheat,2000-01,2.8,1.6
1,Balochistan,12,Pishin,Wheat,2000-01,8.5,16.4
1,Balochistan,11,Quetta,Wheat,2000-01,3.5,6.3
1,Balochistan,16,Sibi,Wheat,2000-01,7,12.7
1,Balochistan,134,Tomboo,Wheat,2000-01,0,0
1,Balochistan,135,Turbat,Wheat,2000-01,0.5,0.5
1,Balochistan,115,Zhob,Wheat,2000-01,1.3,1.8
1,Balochistan,110,Ziarat,Wheat,2000-01,0,0
1,Balochistan,125,Awaran,Wheat,2001-02,12.6,15.5
1,Balochistan,113,Barkhan,Wheat,2001-02,0,0
1,Balochistan,119,Bolan,Wheat,2001-02,0,0
1,Balochistan,15,Chagai,Wheat,2001-02,11.9,23.1
1,Balochistan,19,DERA BUGTI,Wheat,2001-02,4.9,7.6
1,Balochistan,129,Gwadar,Wheat,2001-02,0,0
1,Balochistan,117,JAFARABAD,Wheat,2001-02,0,0
1,Balochistan,120,JHAL MAGSI,Wheat,2001-02,0,0
1,Balochistan,128,KACHHI,Wheat,2001-02,15.2,29.5
1,Balochistan,123,Kalat,Wheat,2001-02,5.8,10.3
1,Balochistan,126,Kharan,Wheat,2001-02,15.9,29.8
1,Balochistan,124,Khuzdar,Wheat,2001-02,34.6,64.6
1,Balochistan,13,KILLA ABDULLAH,Wheat,2001-02,3.3,6.9
1,Balochistan,114,KILLA SAIFULLAH ,Wheat,2001-02,8.5,16.5
1,Balochistan,18,Kohlu,Wheat,2001-02,3.2,5
1,Balochistan,121,Lasbela,Wheat,2001-02,5.3,9.7
1,Balochistan,111,Loralai,Wheat,2001-02,33.6,56.3
1,Balochistan,122,Mastung,Wheat,2001-02,8.2,15
1,Balochistan,112,MUSA KHEL,Wheat,2001-02,0,0
1,Balochistan,118,NASEERABAD,Wheat,2001-02,150.9,317
1,Balochistan,130,PANJGUR,Wheat,2001-02,2.2,2.1
1,Balochistan,12,Pishin,Wheat,2001-02,3.9,7.9
1,Balochistan,11,Quetta,Wheat,2001-02,2.5,4.7
1,Balochistan,16,Sibi,Wheat,2001-02,7.8,13.4
1,Balochistan,134,Tomboo,Wheat,2001-02,0,0
1,Balochistan,135,Turbat,Wheat,2001-02,1.1,1.5
1,Balochistan,115,Zhob,Wheat,2001-02,2,3.9
1,Balochistan,110,Ziarat,Wheat,2001-02,0.2,0.3
1,Balochistan,125,Awaran,Wheat,2002-03,6.7,9.7
1,Balochistan,113,Barkhan,Wheat,2002-03,0,0
1,Balochistan,119,Bolan,Wheat,2002-03,0,0
1,Balochistan,15,Chagai,Wheat,2002-03,12.7,25.2
1,Balochistan,19,DERA BUGTI,Wheat,2002-03,5.7,8.5
1,Balochistan,129,Gwadar,Wheat,2002-03,0,0
1,Balochistan,117,JAFARABAD,Wheat,2002-03,0,0
1,Balochistan,120,JHAL MAGSI,Wheat,2002-03,0,0
1,Balochistan,128,KACHHI,Wheat,2002-03,15.1,29.6
1,Balochistan,123,Kalat,Wheat,2002-03,5.9,10.7
1,Balochistan,126,Kharan,Wheat,2002-03,16.9,32.1
1,Balochistan,124,Khuzdar,Wheat,2002-03,36.5,73.7
1,Balochistan,13,KILLA ABDULLAH,Wheat,2002-03,2.5,4.4
1,Balochistan,114,KILLA SAIFULLAH ,Wheat,2002-03,11.4,21.5
1,Balochistan,18,Kohlu,Wheat,2002-03,2.9,3.6
1,Balochistan,121,Lasbela,Wheat,2002-03,5,9.1
1,Balochistan,111,Loralai,Wheat,2002-03,37.6,53.5
1,Balochistan,122,Mastung,Wheat,2002-03,6.8,11.6
1,Balochistan,112,MUSA KHEL,Wheat,2002-03,0,0
1,Balochistan,118,NASEERABAD,Wheat,2002-03,153.8,323
1,Balochistan,130,PANJGUR,Wheat,2002-03,1.7,1.8
1,Balochistan,12,Pishin,Wheat,2002-03,7.6,15.9
1,Balochistan,11,Quetta,Wheat,2002-03,2.5,5
1,Balochistan,16,Sibi,Wheat,2002-03,6.1,10.6
1,Balochistan,134,Tomboo,Wheat,2002-03,0,0
1,Balochistan,135,Turbat,Wheat,2002-03,0.9,1.2
1,Balochistan,115,Zhob,Wheat,2002-03,2.4,3.7
1,Balochistan,110,Ziarat,Wheat,2002-03,0.1,0.3
1,Balochistan,125,Awaran,Wheat,2003-04,5.1,7.6
1,Balochistan,113,Barkhan,Wheat,2003-04,15.2,30
1,Balochistan,119,Bolan,Wheat,2003-04,15.1,30.3
1,Balochistan,15,Chagai,Wheat,2003-04,14.1,27.5
1,Balochistan,19,DERA BUGTI,Wheat,2003-04,6,8.7
1,Balochistan,129,Gwadar,Wheat,2003-04,0,0
1,Balochistan,117,JAFARABAD,Wheat,2003-04,82,172.2
1,Balochistan,120,JHAL MAGSI,Wheat,2003-04,6.5,12
1,Balochistan,128,KACHHI,Wheat,2003-04,0,0
1,Balochistan,123,Kalat,Wheat,2003-04,6.1,11.4
1,Balochistan,126,Kharan,Wheat,2003-04,7.2,12.1
1,Balochistan,124,Khuzdar,Wheat,2003-04,37.9,76.4
1,Balochistan,13,KILLA ABDULLAH,Wheat,2003-04,2.1,4.2
1,Balochistan,114,KILLA SAIFULLAH ,Wheat,2003-04,11.9,22.3
1,Balochistan,18,Kohlu,Wheat,2003-04,3.5,4.5
1,Balochistan,121,Lasbela,Wheat,2003-04,5,9.2
1,Balochistan,111,Loralai,Wheat,2003-04,18,25.7
1,Balochistan,122,Mastung,Wheat,2003-04,7,12
1,Balochistan,112,MUSA KHEL,Wheat,2003-04,2.6,4
1,Balochistan,118,NASEERABAD,Wheat,2003-04,75.1,157.7
1,Balochistan,130,PANJGUR,Wheat,2003-04,1.4,2
1,Balochistan,12,Pishin,Wheat,2003-04,5.8,9.7
1,Balochistan,11,Quetta,Wheat,2003-04,2.7,5.4
1,Balochistan,16,Sibi,Wheat,2003-04,7.6,13.7
1,Balochistan,134,Tomboo,Wheat,2003-04,0,0
1,Balochistan,135,Turbat,Wheat,2003-04,0.7,0.9
1,Balochistan,115,Zhob,Wheat,2003-04,2.2,3.7
1,Balochistan,110,Ziarat,Wheat,2003-04,0.1,0.2
1,Balochistan,125,Awaran,Wheat,2004-05,5.1,7.7
1,Balochistan,113,Barkhan,Wheat,2004-05,17,32.4
1,Balochistan,119,Bolan,Wheat,2004-05,12,24.1
1,Balochistan,15,Chagai,Wheat,2004-05,15.8,34.9
1,Balochistan,19,DERA BUGTI,Wheat,2004-05,7,10.3
1,Balochistan,129,Gwadar,Wheat,2004-05,0,0
1,Balochistan,117,JAFARABAD,Wheat,2004-05,56,114
1,Balochistan,120,JHAL MAGSI,Wheat,2004-05,8,17.4
1,Balochistan,128,KACHHI,Wheat,2004-05,0,0
1,Balochistan,123,Kalat,Wheat,2004-05,7.5,13.5
1,Balochistan,126,Kharan,Wheat,2004-05,28.2,44.6
1,Balochistan,124,Khuzdar,Wheat,2004-05,40.1,80.2
1,Balochistan,13,KILLA ABDULLAH,Wheat,2004-05,2.3,4.4
1,Balochistan,114,KILLA SAIFULLAH ,Wheat,2004-05,12.1,23
1,Balochistan,18,Kohlu,Wheat,2004-05,3.4,4.4
1,Balochistan,121,Lasbela,Wheat,2004-05,6.7,13.4
1,Balochistan,111,Loralai,Wheat,2004-05,11,19.4
1,Balochistan,122,Mastung,Wheat,2004-05,7.4,12.4
1,Balochistan,112,MUSA KHEL,Wheat,2004-05,2.8,4.4
1,Balochistan,118,NASEERABAD,Wheat,2004-05,75.6,134.7
1,Balochistan,130,PANJGUR,Wheat,2004-05,2,3.2
1,Balochistan,12,Pishin,Wheat,2004-05,6.6,11
1,Balochistan,11,Quetta,Wheat,2004-05,2.8,5.8
1,Balochistan,16,Sibi,Wheat,2004-05,10.9,17.5
1,Balochistan,134,Tomboo,Wheat,2004-05,0,0
1,Balochistan,135,Turbat,Wheat,2004-05,0.7,1.4
1,Balochistan,115,Zhob,Wheat,2004-05,2,3.3
1,Balochistan,110,Ziarat,Wheat,2004-05,0.1,0.2
1,Balochistan,125,Awaran,Wheat,2005-06,3.9,4
1,Balochistan,113,Barkhan,Wheat,2005-06,17,28.9
1,Balochistan,119,Bolan,Wheat,2005-06,11.6,27.3
1,Balochistan,15,Chagai,Wheat,2005-06,15.8,32.7
1,Balochistan,19,DERA BUGTI,Wheat,2005-06,7,8.7
1,Balochistan,129,Gwadar,Wheat,2005-06,0,0
1,Balochistan,117,JAFARABAD,Wheat,2005-06,44,111.6
1,Balochistan,120,JHAL MAGSI,Wheat,2005-06,8,16.3
1,Balochistan,128,KACHHI,Wheat,2005-06,0,0
1,Balochistan,123,Kalat,Wheat,2005-06,7.7,15.3
1,Balochistan,126,Kharan,Wheat,2005-06,20.5,31.5
1,Balochistan,124,Khuzdar,Wheat,2005-06,40.3,81.9
1,Balochistan,13,KILLA ABDULLAH,Wheat,2005-06,2.3,3.9
1,Balochistan,114,KILLA SAIFULLAH ,Wheat,2005-06,12.2,22.1
1,Balochistan,18,Kohlu,Wheat,2005-06,3.5,3
1,Balochistan,121,Lasbela,Wheat,2005-06,3.9,6.4
1,Balochistan,111,Loralai,Wheat,2005-06,11.7,26.2
1,Balochistan,122,Mastung,Wheat,2005-06,7.7,10.6
1,Balochistan,112,MUSA KHEL,Wheat,2005-06,1.9,2.2
1,Balochistan,118,NASEERABAD,Wheat,2005-06,73.8,187.4
1,Balochistan,130,PANJGUR,Wheat,2005-06,2,2.1
1,Balochistan,12,Pishin,Wheat,2005-06,2.3,4.4
1,Balochistan,11,Quetta,Wheat,2005-06,2.8,5.6
1,Balochistan,16,Sibi,Wheat,2005-06,7.3,13.5
1,Balochistan,134,Tomboo,Wheat,2005-06,0,0
1,Balochistan,135,Turbat,Wheat,2005-06,0.8,1.2
1,Balochistan,115,Zhob,Wheat,2005-06,1.9,2.9
1,Balochistan,110,Ziarat,Wheat,2005-06,0.1,0.2
1,Balochistan,125,Awaran,Wheat,2006-07,4.5,6.9
1,Balochistan,113,Barkhan,Wheat,2006-07,32.3,60
1,Balochistan,119,Bolan,Wheat,2006-07,12.6,28.3
1,Balochistan,15,Chagai,Wheat,2006-07,12.7,22.6
1,Balochistan,19,DERA BUGTI,Wheat,2006-07,7.1,13.8
1,Balochistan,129,Gwadar,Wheat,2006-07,0,0
1,Balochistan,117,JAFARABAD,Wheat,2006-07,74.3,188.3
1,Balochistan,120,JHAL MAGSI,Wheat,2006-07,34.7,79.6
1,Balochistan,128,KACHHI,Wheat,2006-07,0,0
1,Balochistan,123,Kalat,Wheat,2006-07,9.2,14.4
1,Balochistan,126,Kharan,Wheat,2006-07,20.2,34.4
1,Balochistan,124,Khuzdar,Wheat,2006-07,41.7,78.2
1,Balochistan,13,KILLA ABDULLAH,Wheat,2006-07,2.7,4.7
1,Balochistan,114,KILLA SAIFULLAH ,Wheat,2006-07,13.5,25.8
1,Balochistan,18,Kohlu,Wheat,2006-07,7.6,9.8
1,Balochistan,121,Lasbela,Wheat,2006-07,4.5,7.6
1,Balochistan,111,Loralai,Wheat,2006-07,12.1,27
1,Balochistan,122,Mastung,Wheat,2006-07,10.6,17.2
1,Balochistan,112,MUSA KHEL,Wheat,2006-07,2.7,4.2
1,Balochistan,118,NASEERABAD,Wheat,2006-07,78.3,198.9
1,Balochistan,130,PANJGUR,Wheat,2006-07,0.7,1.3
1,Balochistan,12,Pishin,Wheat,2006-07,5.6,9.1
1,Balochistan,11,Quetta,Wheat,2006-07,3.1,6.2
1,Balochistan,16,Sibi,Wheat,2006-07,14.2,27.1
1,Balochistan,134,Tomboo,Wheat,2006-07,0,0
1,Balochistan,135,Turbat,Wheat,2006-07,0.8,1.4
1,Balochistan,115,Zhob,Wheat,2006-07,3,5
1,Balochistan,110,Ziarat,Wheat,2006-07,0.2,0.3
1,Balochistan,125,Awaran,Wheat,2007-08,15.3,24
1,Balochistan,113,Barkhan,Wheat,2007-08,22.3,41.9
1,Balochistan,119,Bolan,Wheat,2007-08,12.5,28.1
1,Balochistan,15,Chagai,Wheat,2007-08,12.7,22.5
1,Balochistan,19,DERA BUGTI,Wheat,2007-08,7.3,11.8
1,Balochistan,129,Gwadar,Wheat,2007-08,0,0
1,Balochistan,117,JAFARABAD,Wheat,2007-08,41,104
1,Balochistan,120,JHAL MAGSI,Wheat,2007-08,50.5,121.7
1,Balochistan,128,KACHHI,Wheat,2007-08,0,0
1,Balochistan,123,Kalat,Wheat,2007-08,11.8,21.2
1,Balochistan,126,Kharan,Wheat,2007-08,16.1,26
1,Balochistan,124,Khuzdar,Wheat,2007-08,43.2,80.7
1,Balochistan,13,KILLA ABDULLAH,Wheat,2007-08,2.8,4.8
1,Balochistan,114,KILLA SAIFULLAH ,Wheat,2007-08,14.7,28.1
1,Balochistan,18,Kohlu,Wheat,2007-08,6.5,9.8
1,Balochistan,121,Lasbela,Wheat,2007-08,4.2,7.7
1,Balochistan,111,Loralai,Wheat,2007-08,17.3,34.4
1,Balochistan,122,Mastung,Wheat,2007-08,12,21.1
1,Balochistan,112,MUSA KHEL,Wheat,2007-08,3.4,4.9
1,Balochistan,118,NASEERABAD,Wheat,2007-08,87.5,222.2
1,Balochistan,130,PANJGUR,Wheat,2007-08,2.8,4.8
1,Balochistan,12,Pishin,Wheat,2007-08,5.5,8.8
1,Balochistan,11,Quetta,Wheat,2007-08,3.4,6.8
1,Balochistan,16,Sibi,Wheat,2007-08,14.5,27.7
1,Balochistan,134,Tomboo,Wheat,2007-08,0,0
1,Balochistan,135,Turbat,Wheat,2007-08,1.5,2.9
1,Balochistan,115,Zhob,Wheat,2007-08,1.6,2.6
1,Balochistan,110,Ziarat,Wheat,2007-08,0.1,0.1
1,Balochistan,125,Awaran,Wheat,2008-09,17.4,26.3
1,Balochistan,113,Barkhan,Wheat,2008-09,16.6,32.2
1,Balochistan,119,Bolan,Wheat,2008-09,11.5,27.1
1,Balochistan,15,Chagai,Wheat,2008-09,9.8,15.3
1,Balochistan,19,DERA BUGTI,Wheat,2008-09,7.9,12.7
1,Balochistan,129,Gwadar,Wheat,2008-09,0,0
1,Balochistan,117,JAFARABAD,Wheat,2008-09,44.7,113.4
1,Balochistan,120,JHAL MAGSI,Wheat,2008-09,55.5,133.9
1,Balochistan,128,KACHHI,Wheat,2008-09,0,0
1,Balochistan,123,Kalat,Wheat,2008-09,7.5,13.1
1,Balochistan,126,Kharan,Wheat,2008-09,11.5,17.7
1,Balochistan,124,Khuzdar,Wheat,2008-09,43.5,80.7
1,Balochistan,13,KILLA ABDULLAH,Wheat,2008-09,6.5,10.4
1,Balochistan,114,KILLA SAIFULLAH ,Wheat,2008-09,14.9,28.9
1,Balochistan,18,Kohlu,Wheat,2008-09,4.2,6.5
1,Balochistan,121,Lasbela,Wheat,2008-09,7.6,15
1,Balochistan,111,Loralai,Wheat,2008-09,15.9,32.5
1,Balochistan,122,Mastung,Wheat,2008-09,6,9.8
1,Balochistan,112,MUSA KHEL,Wheat,2008-09,3.5,4.9
1,Balochistan,118,NASEERABAD,Wheat,2008-09,87.6,222.5
1,Balochistan,130,PANJGUR,Wheat,2008-09,4.9,8.4
1,Balochistan,12,Pishin,Wheat,2008-09,9.8,15.6
1,Balochistan,11,Quetta,Wheat,2008-09,2.8,5.9
1,Balochistan,16,Sibi,Wheat,2008-09,14.8,28.2
1,Balochistan,134,Tomboo,Wheat,2008-09,0,0
1,Balochistan,135,Turbat,Wheat,2008-09,1.5,2.2
1,Balochistan,115,Zhob,Wheat,2008-09,2.8,4.7
1,Balochistan,110,Ziarat,Wheat,2008-09,0.2,0.3
1,Balochistan,,Quetta,Rice,1981-82,0,0
1,Balochistan,,Pishin,Rice,1981-82,0,0
1,Balochistan,,Chagai,Rice,1981-82,0,0
1,Balochistan,,Loralai,Rice,1981-82,0,0
1,Balochistan,,Zhob,Rice,1981-82,0,0
1,Balochistan,,Killa Saifullah,Rice,1981-82,0,0
1,Balochistan,,Musa Khail,Rice,1981-82,0,0
1,Balochistan,,Barkhan,Rice,1981-82,0,0
1,Balochistan,,Sibi,Rice,1981-82,0.7,0.9
1,Balochistan,,Kohlu,Rice,1981-82,0,0
1,Balochistan,,Dera Bughti ,Rice,1981-82,0,0
1,Balochistan,,Ziarat,Rice,1981-82,0,0
1,Balochistan,,Nasirabad ,Rice,1981-82,88.1,280.4
1,Balochistan,,Kachhi,Rice,1981-82,0.5,0.8
1,Balochistan,,Tamboo,Rice,1981-82,0,0
1,Balochistan,,Jafferabad,Rice,1981-82,0,0
1,Balochistan,,Bolan,Rice,1981-82,0,0
1,Balochistan,,Jhal Magsi,Rice,1981-82,0,0
1,Balochistan,,Kalat,Rice,1981-82,0,0
1,Balochistan,,Khuzdar,Rice,1981-82,0.5,0.6
1,Balochistan,,Kharan,Rice,1981-82,0,0
1,Balochistan,,Lasbela,Rice,1981-82,*,*
1,Balochistan,,Mastung,Rice,1981-82,0,0
1,Balochistan,,Panjgur,Rice,1981-82,*,*
1,Balochistan,,Gwadar,Rice,1981-82,0,0
1,Balochistan,,Turbat,Rice,1981-82,0.7,1.2
1,Balochistan,,Awaran,Rice,1981-82,0,0
1,Balochistan,,K. Abdullah,Rice,1981-82,0,0
1,Balochistan,,Quetta,Rice,1982-83,0,0
1,Balochistan,,Pishin,Rice,1982-83,0,0
1,Balochistan,,Chagai,Rice,1982-83,0,0
1,Balochistan,,Loralai,Rice,1982-83,0,0
1,Balochistan,,Zhob,Rice,1982-83,0,0
1,Balochistan,,Killa Saifullah,Rice,1982-83,0,0
1,Balochistan,,Musa Khail,Rice,1982-83,0,0
1,Balochistan,,Barkhan,Rice,1982-83,0,0
1,Balochistan,,Sibi,Rice,1982-83,0.2,0.3
1,Balochistan,,Kohlu,Rice,1982-83,0,0
1,Balochistan,,Dera Bughti ,Rice,1982-83,0,0
1,Balochistan,,Ziarat,Rice,1982-83,0,0
1,Balochistan,,Nasirabad ,Rice,1982-83,113.3,360.7
1,Balochistan,,Kachhi,Rice,1982-83,0.6,1.1
1,Balochistan,,Tamboo,Rice,1982-83,0,0
1,Balochistan,,Jafferabad,Rice,1982-83,0,0
1,Balochistan,,Bolan,Rice,1982-83,0,0
1,Balochistan,,Jhal Magsi,Rice,1982-83,0,0
1,Balochistan,,Kalat,Rice,1982-83,0.1,0.1
1,Balochistan,,Khuzdar,Rice,1982-83,1.2,1.5
1,Balochistan,,Kharan,Rice,1982-83,0,0
1,Balochistan,,Lasbela,Rice,1982-83,*,*
1,Balochistan,,Mastung,Rice,1982-83,0,0
1,Balochistan,,Panjgur,Rice,1982-83,0.1,0.2
1,Balochistan,,Gwadar,Rice,1982-83,0,0
1,Balochistan,,Turbat,Rice,1982-83,0.6,1
