PID,Province,DID,District,Crop,Year,(Area in '000' Hectares),"(Production in ""000""Tonnes)"
1,Balochistan,,Chagai,Rice,2000-01,0,0
1,Balochistan,,Loralai,Rice,2000-01,0,0
1,Balochistan,,Zhob,Rice,2000-01,0,0
1,Balochistan,,Killa Saifullah,Rice,2000-01,0,0
1,Balochistan,,Musa Khail,Rice,2000-01,0,0
1,Balochistan,,Barkhan,Rice,2000-01,0,0
1,Balochistan,,Sibi,Rice,2000-01,0,0.1
1,Balochistan,,Kohlu,Rice,2000-01,0,0
1,Balochistan,,Dera Bughti ,Rice,2000-01,0,0
1,Balochistan,,Ziarat,Rice,2000-01,0,0
1,Balochistan,,Nasirabad ,Rice,2000-01,140,406.2
1,Balochistan,,Kachhi,Rice,2000-01,0.2,0.7
1,Balochistan,,Tamboo,Rice,2000-01,0,0
1,Balochistan,,Jafferabad,Rice,2000-01,0,0
1,Balochistan,,Bolan,Rice,2000-01,0,0
1,Balochistan,,Jhal Magsi,Rice,2000-01,0,0
1,Balochistan,,Kalat,Rice,2000-01,0,0
1,Balochistan,,Khuzdar,Rice,2000-01,1.9,3.3
1,Balochistan,,Kharan,Rice,2000-01,0,0
1,Balochistan,,Lasbela,Rice,2000-01,0,0.1
1,Balochistan,,Mastung,Rice,2000-01,0,0
1,Balochistan,,Panjgur,Rice,2000-01,0.1,0.1
1,Balochistan,,Gwadar,Rice,2000-01,0,0
1,Balochistan,,Turbat,Rice,2000-01,0.7,1.6
1,Balochistan,,Awaran,Rice,2000-01,0,0
1,Balochistan,,K. Abdullah,Rice,2000-01,0,0
1,Balochistan,,Quetta,Rice,2001-02,0,0
1,Balochistan,,Pishin,Rice,2001-02,0,0
1,Balochistan,,Chagai,Rice,2001-02,0,0
1,Balochistan,,Loralai,Rice,2001-02,0,0
1,Balochistan,,Zhob,Rice,2001-02,0,0
1,Balochistan,,Killa Saifullah,Rice,2001-02,0,0
1,Balochistan,,Musa Khail,Rice,2001-02,0,0
1,Balochistan,,Barkhan,Rice,2001-02,0,0
1,Balochistan,,Sibi,Rice,2001-02,0.1,0.1
1,Balochistan,,Kohlu,Rice,2001-02,0,0
1,Balochistan,,Dera Bughti ,Rice,2001-02,0,0
1,Balochistan,,Ziarat,Rice,2001-02,0,0
1,Balochistan,,Nasirabad ,Rice,2001-02,112.1,327.3
1,Balochistan,,Kachhi,Rice,2001-02,0.2,0.5
1,Balochistan,,Tamboo,Rice,2001-02,0,0
1,Balochistan,,Jafferabad,Rice,2001-02,0,0
1,Balochistan,,Bolan,Rice,2001-02,0,0
1,Balochistan,,Jhal Magsi,Rice,2001-02,0,0
1,Balochistan,,Kalat,Rice,2001-02,0,0
1,Balochistan,,Khuzdar,Rice,2001-02,3.2,5.3
1,Balochistan,,Kharan,Rice,2001-02,0,0
1,Balochistan,,Lasbela,Rice,2001-02,0,0
1,Balochistan,,Mastung,Rice,2001-02,0,0
1,Balochistan,,Panjgur,Rice,2001-02,0.1,0.1
1,Balochistan,,Gwadar,Rice,2001-02,0,0
1,Balochistan,,Turbat,Rice,2001-02,0.8,1.9
1,Balochistan,,Awaran,Rice,2001-02,0,0
1,Balochistan,,K. Abdullah,Rice,2001-02,0,0
1,Balochistan,,Quetta,Rice,2002-03,0,0
1,Balochistan,,Pishin,Rice,2002-03,0,0
1,Balochistan,,Chagai,Rice,2002-03,0,0
1,Balochistan,,Loralai,Rice,2002-03,0,0
1,Balochistan,,Zhob,Rice,2002-03,0,0
1,Balochistan,,Killa Saifullah,Rice,2002-03,0,0
1,Balochistan,,Musa Khail,Rice,2002-03,0,0
1,Balochistan,,Barkhan,Rice,2002-03,0,0
1,Balochistan,,Sibi,Rice,2002-03,0,0
1,Balochistan,,Kohlu,Rice,2002-03,0,0
1,Balochistan,,Dera Bughti ,Rice,2002-03,0,0
1,Balochistan,,Ziarat,Rice,2002-03,0,0
1,Balochistan,,Nasirabad ,Rice,2002-03,155.5,453.9
1,Balochistan,,Kachhi,Rice,2002-03,0.2,0.5
1,Balochistan,,Tamboo,Rice,2002-03,0,0
1,Balochistan,,Jafferabad,Rice,2002-03,0,0
1,Balochistan,,Bolan,Rice,2002-03,0,0
1,Balochistan,,Jhal Magsi,Rice,2002-03,0,0
1,Balochistan,,Kalat,Rice,2002-03,0,0
1,Balochistan,,Khuzdar,Rice,2002-03,7.5,12.1
1,Balochistan,,Kharan,Rice,2002-03,0,0
1,Balochistan,,Lasbela,Rice,2002-03,0.1,0.2
1,Balochistan,,Mastung,Rice,2002-03,0,0
1,Balochistan,,Panjgur,Rice,2002-03,0,0
1,Balochistan,,Gwadar,Rice,2002-03,0,0
1,Balochistan,,Turbat,Rice,2002-03,0.3,0.7
1,Balochistan,,Awaran,Rice,2002-03,0,0
1,Balochistan,,K. Abdullah,Rice,2002-03,0,0
1,Balochistan,,Quetta,Rice,2003-04,0,0
1,Balochistan,,Pishin,Rice,2003-04,0,0
1,Balochistan,,Chagai,Rice,2003-04,0,0
1,Balochistan,,Loralai,Rice,2003-04,0,0
1,Balochistan,,Zhob,Rice,2003-04,0,0
1,Balochistan,,Killa Saifullah,Rice,2003-04,0,0
1,Balochistan,,Musa Khail,Rice,2003-04,0,0
1,Balochistan,,Barkhan,Rice,2003-04,0,0
1,Balochistan,,Sibi,Rice,2003-04,0,0
1,Balochistan,,Kohlu,Rice,2003-04,0,0
1,Balochistan,,Dera Bughti ,Rice,2003-04,0,0
1,Balochistan,,Ziarat,Rice,2003-04,0,0
1,Balochistan,,Nasirabad ,Rice,2003-04,58.2,170.5
1,Balochistan,,Kachhi,Rice,2003-04,0,0
1,Balochistan,,Tamboo,Rice,2003-04,0,0
1,Balochistan,,Jafferabad,Rice,2003-04,93.8,229
1,Balochistan,,Bolan,Rice,2003-04,0,0
1,Balochistan,,Jhal Magsi,Rice,2003-04,0.2,0.5
1,Balochistan,,Kalat,Rice,2003-04,0,0
1,Balochistan,,Khuzdar,Rice,2003-04,7.4,12.1
1,Balochistan,,Kharan,Rice,2003-04,0,0
1,Balochistan,,Lasbela,Rice,2003-04,0.1,0.2
1,Balochistan,,Mastung,Rice,2003-04,0,0
1,Balochistan,,Panjgur,Rice,2003-04,0,0
1,Balochistan,,Gwadar,Rice,2003-04,0,0
1,Balochistan,,Turbat,Rice,2003-04,0.1,0.3
1,Balochistan,,Awaran,Rice,2003-04,0,0
1,Balochistan,,K. Abdullah,Rice,2003-04,0,0
1,Balochistan,,Quetta,Rice,2004-05,0,0
1,Balochistan,,Pishin,Rice,2004-05,0,0
1,Balochistan,,Chagai,Rice,2004-05,0,0
1,Balochistan,,Loralai,Rice,2004-05,0,0
1,Balochistan,,Zhob,Rice,2004-05,0,0
1,Balochistan,,Killa Saifullah,Rice,2004-05,0,0
1,Balochistan,,Musa Khail,Rice,2004-05,0,0
1,Balochistan,,Barkhan,Rice,2004-05,0,0
1,Balochistan,,Sibi,Rice,2004-05,0,0
1,Balochistan,,Kohlu,Rice,2004-05,0,0
1,Balochistan,,Dera Bughti ,Rice,2004-05,0,0
1,Balochistan,,Ziarat,Rice,2004-05,0,0
1,Balochistan,,Nasirabad ,Rice,2004-05,60.4,178.5
1,Balochistan,,Kachhi,Rice,2004-05,0,0
1,Balochistan,,Tamboo,Rice,2004-05,0,0
1,Balochistan,,Jafferabad,Rice,2004-05,96.4,235
1,Balochistan,,Bolan,Rice,2004-05,0,0
1,Balochistan,,Jhal Magsi,Rice,2004-05,0.2,0.5
1,Balochistan,,Kalat,Rice,2004-05,0,0
1,Balochistan,,Khuzdar,Rice,2004-05,4.2,6.9
1,Balochistan,,Kharan,Rice,2004-05,0,0
1,Balochistan,,Lasbela,Rice,2004-05,0.1,0.2
1,Balochistan,,Mastung,Rice,2004-05,0,0
1,Balochistan,,Panjgur,Rice,2004-05,0,0
1,Balochistan,,Gwadar,Rice,2004-05,0,0
1,Balochistan,,Turbat,Rice,2004-05,0.2,0.5
1,Balochistan,,Awaran,Rice,2004-05,0,0
1,Balochistan,,K. Abdullah,Rice,2004-05,0,0
1,Balochistan,,Quetta,Rice,2005-06,0,0
1,Balochistan,,Pishin,Rice,2005-06,0,0
1,Balochistan,,Chagai,Rice,2005-06,0,0
1,Balochistan,,Loralai,Rice,2005-06,0,0
1,Balochistan,,Zhob,Rice,2005-06,0,0
1,Balochistan,,Killa Saifullah,Rice,2005-06,0,0
1,Balochistan,,Musa Khail,Rice,2005-06,0,0
1,Balochistan,,Barkhan,Rice,2005-06,0,0
1,Balochistan,,Sibi,Rice,2005-06,0,0
1,Balochistan,,Kohlu,Rice,2005-06,0,0
1,Balochistan,,Dera Bughti ,Rice,2005-06,0,0
1,Balochistan,,Ziarat,Rice,2005-06,0,0
1,Balochistan,,Nasirabad ,Rice,2005-06,59.4,174.9
1,Balochistan,,Kachhi,Rice,2005-06,0,0
1,Balochistan,,Tamboo,Rice,2005-06,0,0
1,Balochistan,,Jafferabad,Rice,2005-06,140.7,343
1,Balochistan,,Bolan,Rice,2005-06,0,0
1,Balochistan,,Jhal Magsi,Rice,2005-06,0.3,1.1
1,Balochistan,,Kalat,Rice,2005-06,0,0
1,Balochistan,,Khuzdar,Rice,2005-06,5.7,9.5
1,Balochistan,,Kharan,Rice,2005-06,0,0
1,Balochistan,,Lasbela,Rice,2005-06,0.1,0.2
1,Balochistan,,Mastung,Rice,2005-06,0,0
1,Balochistan,,Panjgur,Rice,2005-06,0,0
1,Balochistan,,Gwadar,Rice,2005-06,0,0
1,Balochistan,,Turbat,Rice,2005-06,0.2,0.4
1,Balochistan,,Awaran,Rice,2005-06,0,0
1,Balochistan,,K. Abdullah,Rice,2005-06,0,0
1,Balochistan,,Quetta,Rice,2006-07,0,0
1,Balochistan,,Pishin,Rice,2006-07,0,0
1,Balochistan,,Chagai,Rice,2006-07,0,0
1,Balochistan,,Loralai,Rice,2006-07,0,0
1,Balochistan,,Zhob,Rice,2006-07,0,0
1,Balochistan,,Killa Saifullah,Rice,2006-07,0,0
1,Balochistan,,Musa Khail,Rice,2006-07,0,0
1,Balochistan,,Barkhan,Rice,2006-07,0,0
1,Balochistan,,Sibi,Rice,2006-07,,*
1,Balochistan,,Kohlu,Rice,2006-07,0,0
1,Balochistan,,Dera Bughti ,Rice,2006-07,,*
1,Balochistan,,Ziarat,Rice,2006-07,0,0
1,Balochistan,,Nasirabad ,Rice,2006-07,60.2,177.5
1,Balochistan,,Kachhi,Rice,2006-07,0,0
1,Balochistan,,Tamboo,Rice,2006-07,0,0
1,Balochistan,,Jafferabad,Rice,2006-07,127.3,289.5
1,Balochistan,,Bolan,Rice,2006-07,,*
1,Balochistan,,Jhal Magsi,Rice,2006-07,0.4,1.1
1,Balochistan,,Kalat,Rice,2006-07,0,0
1,Balochistan,,Khuzdar,Rice,2006-07,5.8,9.5
1,Balochistan,,Kharan,Rice,2006-07,0,0
1,Balochistan,,Lasbela,Rice,2006-07,0.1,0.2
1,Balochistan,,Mastung,Rice,2006-07,0,0
1,Balochistan,,Panjgur,Rice,2006-07,0,0
1,Balochistan,,Gwadar,Rice,2006-07,0,0
1,Balochistan,,Turbat,Rice,2006-07,0.1,0.4
1,Balochistan,,Awaran,Rice,2006-07,0,0
1,Balochistan,,K. Abdullah,Rice,2006-07,0,0
1,Balochistan,,Quetta,Rice,2007-08,0,0
1,Balochistan,,Pishin,Rice,2007-08,0,0
1,Balochistan,,Chagai,Rice,2007-08,0,0
1,Balochistan,,Loralai,Rice,2007-08,0,0
1,Balochistan,,Zhob,Rice,2007-08,0,0
1,Balochistan,,Killa Saifullah,Rice,2007-08,0,0
1,Balochistan,,Musa Khail,Rice,2007-08,0,0
1,Balochistan,,Barkhan,Rice,2007-08,0,0
1,Balochistan,,Sibi,Rice,2007-08,,*
1,Balochistan,,Kohlu,Rice,2007-08,0,0
1,Balochistan,,Dera Bughti ,Rice,2007-08,,*
1,Balochistan,,Ziarat,Rice,2007-08,0,0
1,Balochistan,,Nasirabad ,Rice,2007-08,34,100.2
1,Balochistan,,Kachhi,Rice,2007-08,0,0
1,Balochistan,,Tamboo,Rice,2007-08,0,0
1,Balochistan,,Jafferabad,Rice,2007-08,100.2,227.9
1,Balochistan,,Bolan,Rice,2007-08,,*
1,Balochistan,,Jhal Magsi,Rice,2007-08,0,0
1,Balochistan,,Kalat,Rice,2007-08,0,0
1,Balochistan,,Khuzdar,Rice,2007-08,1.9,3.1
1,Balochistan,,Kharan,Rice,2007-08,0,0
1,Balochistan,,Lasbela,Rice,2007-08,0,0
1,Balochistan,,Mastung,Rice,2007-08,0,0
1,Balochistan,,Panjgur,Rice,2007-08,0,0
1,Balochistan,,Gwadar,Rice,2007-08,0,0
1,Balochistan,,Turbat,Rice,2007-08,0,0
1,Balochistan,,Awaran,Rice,2007-08,0.1,0.2
1,Balochistan,,K. Abdullah,Rice,2007-08,0,0
1,Balochistan,,Quetta,Rice,2008-09,0,0
1,Balochistan,,Pishin,Rice,2008-09,0,0
1,Balochistan,,Chagai,Rice,2008-09,0,0
1,Balochistan,,Loralai,Rice,2008-09,0,0
1,Balochistan,,Zhob,Rice,2008-09,0,0
1,Balochistan,,Killa Saifullah,Rice,2008-09,0,0
1,Balochistan,,Musa Khail,Rice,2008-09,0,0
1,Balochistan,,Barkhan,Rice,2008-09,0,0
1,Balochistan,,Sibi,Rice,2008-09,,*
1,Balochistan,,Kohlu,Rice,2008-09,0,0
1,Balochistan,,Dera Bughti ,Rice,2008-09,,*
1,Balochistan,,Ziarat,Rice,2008-09,0,0
1,Balochistan,,Nasirabad ,Rice,2008-09,61.2,208.6
1,Balochistan,,Kachhi,Rice,2008-09,0,0
1,Balochistan,,Tamboo,Rice,2008-09,0,0
1,Balochistan,,Jafferabad,Rice,2008-09,127.5,432.3
1,Balochistan,,Bolan,Rice,2008-09,,*
1,Balochistan,,Jhal Magsi,Rice,2008-09,0,0
1,Balochistan,,Kalat,Rice,2008-09,0,0
1,Balochistan,,Khuzdar,Rice,2008-09,1.3,2.6
1,Balochistan,,Kharan,Rice,2008-09,0,0
1,Balochistan,,Lasbela,Rice,2008-09,0,0
1,Balochistan,,Mastung,Rice,2008-09,0,0
1,Balochistan,,Panjgur,Rice,2008-09,0,0
1,Balochistan,,Gwadar,Rice,2008-09,0,0
1,Balochistan,,Turbat,Rice,2008-09,0,0
1,Balochistan,,Awaran,Rice,2008-09,0.1,0.2
1,Balochistan,,K. Abdullah,Rice,2008-09,0,0
1,Balochistan,,Quetta,Maize,1981-82,0,0
1,Balochistan,,Pishin,Maize,1981-82,0.2,0.2
1,Balochistan,,Killa Abdullah,Maize,1981-82,0,0
1,Balochistan,,Chagai,Maize,1981-82,0,0
1,Balochistan,,Loralai,Maize,1981-82,0.5,0.5
1,Balochistan,,Musa Khail ,Maize,1981-82,0,0
1,Balochistan,,Barkhan,Maize,1981-82,0,0
1,Balochistan,,Zhob,Maize,1981-82,1.6,1.2
1,Balochistan,,Killa Saifullah,Maize,1981-82,0,0
1,Balochistan,,Sibi,Maize,1981-82,0.1,0.1
1,Balochistan,,Ziarat,Maize,1981-82,0,0
1,Balochistan,,Kohlu,Maize,1981-82,*,*
1,Balochistan,,Kachhi,Maize,1981-82,0,0
1,Balochistan,,Bughti,Maize,1981-82,0,0
1,Balochistan,,Nasirabad,Maize,1981-82,0,0
1,Balochistan,,Jafferabad ,Maize,1981-82,0,0
1,Balochistan,,Tomboo,Maize,1981-82,0,0
1,Balochistan,,Bolan,Maize,1981-82,0,0
1,Balochistan,,Mastung,Maize,1981-82,0,0
1,Balochistan,,Khuzdar,Maize,1981-82,0,0
1,Balochistan,,Awaran,Maize,1981-82,0,0
1,Balochistan,,Kharan,Maize,1981-82,0,0
1,Balochistan,,Lasbela,Maize,1981-82,0,0
1,Balochistan,,Turbat,Maize,1981-82,0,0
1,Balochistan,,Panjgoor,Maize,1981-82,0,0
1,Balochistan,,Gwadar,Maize,1981-82,0,0
1,Balochistan,,Magsi,Maize,1981-82,0,0
1,Balochistan,,Kalat,Maize,1981-82,0,0
1,Balochistan,,Quetta,Maize,1982-83,0,0
1,Balochistan,,Pishin,Maize,1982-83,0.2,0.2
1,Balochistan,,Killa Abdullah,Maize,1982-83,0,0
1,Balochistan,,Chagai,Maize,1982-83,0.1,0
1,Balochistan,,Loralai,Maize,1982-83,0.9,0.5
1,Balochistan,,Musa Khail ,Maize,1982-83,0,0
1,Balochistan,,Barkhan,Maize,1982-83,0,0
1,Balochistan,,Zhob,Maize,1982-83,1.7,1.2
1,Balochistan,,Killa Saifullah,Maize,1982-83,0,0
1,Balochistan,,Sibi,Maize,1982-83,0.1,0.1
1,Balochistan,,Ziarat,Maize,1982-83,0,0
1,Balochistan,,Kohlu,Maize,1982-83,*,*
1,Balochistan,,Kachhi,Maize,1982-83,0,0
1,Balochistan,,Bughti,Maize,1982-83,0,0
1,Balochistan,,Nasirabad,Maize,1982-83,*,0
1,Balochistan,,Jafferabad ,Maize,1982-83,0,0
1,Balochistan,,Tomboo,Maize,1982-83,0,0
1,Balochistan,,Bolan,Maize,1982-83,0,0
1,Balochistan,,Mastung,Maize,1982-83,0,0
1,Balochistan,,Khuzdar,Maize,1982-83,0,0
1,Balochistan,,Awaran,Maize,1982-83,0,0
1,Balochistan,,Kharan,Maize,1982-83,0,0
1,Balochistan,,Lasbela,Maize,1982-83,0,0
1,Balochistan,,Turbat,Maize,1982-83,0,0
1,Balochistan,,Panjgoor,Maize,1982-83,0,0
1,Balochistan,,Gwadar,Maize,1982-83,0,0
1,Balochistan,,Magsi,Maize,1982-83,0,0
1,Balochistan,,Kalat,Maize,1982-83,0,0
1,Balochistan,,Quetta,Maize,1983-84,0,0
1,Balochistan,,Pishin,Maize,1983-84,0.2,0.2
1,Balochistan,,Killa Abdullah,Maize,1983-84,0,0
1,Balochistan,,Chagai,Maize,1983-84,0.1,*
1,Balochistan,,Loralai,Maize,1983-84,1,0.9
1,Balochistan,,Musa Khail ,Maize,1983-84,0,0
1,Balochistan,,Barkhan,Maize,1983-84,0,0
1,Balochistan,,Zhob,Maize,1983-84,1.8,1.4
1,Balochistan,,Killa Saifullah,Maize,1983-84,0,0
1,Balochistan,,Sibi,Maize,1983-84,0.1,0.1
1,Balochistan,,Ziarat,Maize,1983-84,0,0
1,Balochistan,,Kohlu,Maize,1983-84,*,*
1,Balochistan,,Kachhi,Maize,1983-84,*,0
1,Balochistan,,Bughti,Maize,1983-84,0,0
1,Balochistan,,Nasirabad,Maize,1983-84,*,*
1,Balochistan,,Jafferabad ,Maize,1983-84,0,0
1,Balochistan,,Tomboo,Maize,1983-84,0,0
1,Balochistan,,Bolan,Maize,1983-84,0,0
1,Balochistan,,Mastung,Maize,1983-84,0,0
1,Balochistan,,Khuzdar,Maize,1983-84,0,0
1,Balochistan,,Awaran,Maize,1983-84,0,0
1,Balochistan,,Kharan,Maize,1983-84,0,0
1,Balochistan,,Lasbela,Maize,1983-84,*,0
1,Balochistan,,Turbat,Maize,1983-84,0,0
1,Balochistan,,Panjgoor,Maize,1983-84,0,0
1,Balochistan,,Gwadar,Maize,1983-84,0,0
1,Balochistan,,Magsi,Maize,1983-84,0,0
1,Balochistan,,Kalat,Maize,1983-84,0,0
1,Balochistan,,Quetta,Maize,1984-85,0,0
1,Balochistan,,Pishin,Maize,1984-85,0.2,0.1
1,Balochistan,,Killa Abdullah,Maize,1984-85,0,0
1,Balochistan,,Chagai,Maize,1984-85,0.1,0.1
1,Balochistan,,Loralai,Maize,1984-85,1.4,1
1,Balochistan,,Musa Khail ,Maize,1984-85,0,0
1,Balochistan,,Barkhan,Maize,1984-85,0,0
1,Balochistan,,Zhob,Maize,1984-85,1.8,1.5
1,Balochistan,,Killa Saifullah,Maize,1984-85,0,0
1,Balochistan,,Sibi,Maize,1984-85,0.1,0.1
1,Balochistan,,Ziarat,Maize,1984-85,0,0
1,Balochistan,,Kohlu,Maize,1984-85,*,*
1,Balochistan,,Kachhi,Maize,1984-85,0,*
1,Balochistan,,Bughti,Maize,1984-85,0,0
1,Balochistan,,Nasirabad,Maize,1984-85,*,*
1,Balochistan,,Jafferabad ,Maize,1984-85,0,0
1,Balochistan,,Tomboo,Maize,1984-85,0,0
1,Balochistan,,Bolan,Maize,1984-85,0,0
1,Balochistan,,Mastung,Maize,1984-85,0,0
1,Balochistan,,Khuzdar,Maize,1984-85,*,0
1,Balochistan,,Awaran,Maize,1984-85,0,0
1,Balochistan,,Kharan,Maize,1984-85,0,0
1,Balochistan,,Lasbela,Maize,1984-85,0.1,*
1,Balochistan,,Turbat,Maize,1984-85,0,0
1,Balochistan,,Panjgoor,Maize,1984-85,0,0
1,Balochistan,,Gwadar,Maize,1984-85,0,0
1,Balochistan,,Magsi,Maize,1984-85,0,0
1,Balochistan,,Kalat,Maize,1984-85,0,0
1,Balochistan,,Quetta,Maize,1985-86,0,0
1,Balochistan,,Pishin,Maize,1985-86,0.2,0.2
1,Balochistan,,Killa Abdullah,Maize,1985-86,0,0
1,Balochistan,,Chagai,Maize,1985-86,0.1,0.1
1,Balochistan,,Loralai,Maize,1985-86,2.9,1.2
1,Balochistan,,Musa Khail ,Maize,1985-86,0,0
1,Balochistan,,Barkhan,Maize,1985-86,0,0
1,Balochistan,,Zhob,Maize,1985-86,1.5,1.5
1,Balochistan,,Killa Saifullah,Maize,1985-86,0,0
1,Balochistan,,Sibi,Maize,1985-86,0.2,0.1
1,Balochistan,,Ziarat,Maize,1985-86,0,0
1,Balochistan,,Kohlu,Maize,1985-86,*,*
1,Balochistan,,Kachhi,Maize,1985-86,0,0
1,Balochistan,,Bughti,Maize,1985-86,0,0
1,Balochistan,,Nasirabad,Maize,1985-86,*,*
1,Balochistan,,Jafferabad ,Maize,1985-86,0,0
1,Balochistan,,Tomboo,Maize,1985-86,0,0
1,Balochistan,,Bolan,Maize,1985-86,0,0
1,Balochistan,,Mastung,Maize,1985-86,0,0
1,Balochistan,,Khuzdar,Maize,1985-86,*,*
1,Balochistan,,Awaran,Maize,1985-86,0,0
1,Balochistan,,Kharan,Maize,1985-86,0,0
1,Balochistan,,Lasbela,Maize,1985-86,*,0.1
1,Balochistan,,Turbat,Maize,1985-86,0,0
1,Balochistan,,Panjgoor,Maize,1985-86,0,0
1,Balochistan,,Gwadar,Maize,1985-86,0,0
1,Balochistan,,Magsi,Maize,1985-86,0,0
1,Balochistan,,Kalat,Maize,1985-86,0,0
1,Balochistan,,Quetta,Maize,1986-87,0,0
1,Balochistan,,Pishin,Maize,1986-87,0.2,0.2
1,Balochistan,,Killa Abdullah,Maize,1986-87,0,0
1,Balochistan,,Chagai,Maize,1986-87,0,0.1
1,Balochistan,,Loralai,Maize,1986-87,2.8,1.8
1,Balochistan,,Musa Khail ,Maize,1986-87,0,0
1,Balochistan,,Barkhan,Maize,1986-87,0,0
1,Balochistan,,Zhob,Maize,1986-87,2.3,1.4
1,Balochistan,,Killa Saifullah,Maize,1986-87,0,0
1,Balochistan,,Sibi,Maize,1986-87,0.1,0.2
1,Balochistan,,Ziarat,Maize,1986-87,0,0
1,Balochistan,,Kohlu,Maize,1986-87,0,*
1,Balochistan,,Kachhi,Maize,1986-87,0,0
1,Balochistan,,Bughti,Maize,1986-87,0,0
1,Balochistan,,Nasirabad,Maize,1986-87,0,0
1,Balochistan,,Jafferabad ,Maize,1986-87,0,0
1,Balochistan,,Tomboo,Maize,1986-87,0,0
1,Balochistan,,Bolan,Maize,1986-87,0,0
1,Balochistan,,Mastung,Maize,1986-87,0,0
1,Balochistan,,Khuzdar,Maize,1986-87,0,*
1,Balochistan,,Awaran,Maize,1986-87,0,0
1,Balochistan,,Kharan,Maize,1986-87,0,0
1,Balochistan,,Lasbela,Maize,1986-87,0,*
1,Balochistan,,Turbat,Maize,1986-87,0,0
1,Balochistan,,Panjgoor,Maize,1986-87,0,0
1,Balochistan,,Gwadar,Maize,1986-87,0,0
1,Balochistan,,Magsi,Maize,1986-87,0,0
1,Balochistan,,Kalat,Maize,1986-87,0,0
1,Balochistan,,Quetta,Maize,1987-88,0,0
1,Balochistan,,Pishin,Maize,1987-88,0,0.2
1,Balochistan,,Killa Abdullah,Maize,1987-88,0,0
1,Balochistan,,Chagai,Maize,1987-88,0,0
1,Balochistan,,Loralai,Maize,1987-88,2.5,1.8
1,Balochistan,,Musa Khail ,Maize,1987-88,0,0
1,Balochistan,,Barkhan,Maize,1987-88,0,0
1,Balochistan,,Zhob,Maize,1987-88,2,1.9
1,Balochistan,,Killa Saifullah,Maize,1987-88,0,0
1,Balochistan,,Sibi,Maize,1987-88,0.1,0.1
1,Balochistan,,Ziarat,Maize,1987-88,0,0
1,Balochistan,,Kohlu,Maize,1987-88,0,0
1,Balochistan,,Kachhi,Maize,1987-88,0,0
1,Balochistan,,Bughti,Maize,1987-88,0,0
1,Balochistan,,Nasirabad,Maize,1987-88,0,0
1,Balochistan,,Jafferabad ,Maize,1987-88,0,0
1,Balochistan,,Tomboo,Maize,1987-88,0,0
1,Balochistan,,Bolan,Maize,1987-88,0,0
1,Balochistan,,Mastung,Maize,1987-88,0,0
1,Balochistan,,Khuzdar,Maize,1987-88,0,0
1,Balochistan,,Awaran,Maize,1987-88,0,0
1,Balochistan,,Kharan,Maize,1987-88,0,0
1,Balochistan,,Lasbela,Maize,1987-88,0,0
1,Balochistan,,Turbat,Maize,1987-88,0,0
1,Balochistan,,Panjgoor,Maize,1987-88,0,0
1,Balochistan,,Gwadar,Maize,1987-88,0,0
1,Balochistan,,Magsi,Maize,1987-88,0,0
1,Balochistan,,Kalat,Maize,1987-88,0,0
1,Balochistan,,Quetta,Maize,1988-89,0,0
1,Balochistan,,Pishin,Maize,1988-89,0,0
1,Balochistan,,Killa Abdullah,Maize,1988-89,0,0
1,Balochistan,,Chagai,Maize,1988-89,0,0
1,Balochistan,,Loralai,Maize,1988-89,2.5,2.5
1,Balochistan,,Musa Khail ,Maize,1988-89,0,0
1,Balochistan,,Barkhan,Maize,1988-89,0,0
1,Balochistan,,Zhob,Maize,1988-89,1.9,1.5
1,Balochistan,,Killa Saifullah,Maize,1988-89,0,0
1,Balochistan,,Sibi,Maize,1988-89,0.1,0.1
1,Balochistan,,Ziarat,Maize,1988-89,0,0
1,Balochistan,,Kohlu,Maize,1988-89,0,0
1,Balochistan,,Kachhi,Maize,1988-89,0,0
1,Balochistan,,Bughti,Maize,1988-89,0,0
1,Balochistan,,Nasirabad,Maize,1988-89,0,0
1,Balochistan,,Jafferabad ,Maize,1988-89,0,0
1,Balochistan,,Tomboo,Maize,1988-89,0,0
1,Balochistan,,Bolan,Maize,1988-89,0,0
1,Balochistan,,Mastung,Maize,1988-89,0,0
1,Balochistan,,Khuzdar,Maize,1988-89,0,0
1,Balochistan,,Awaran,Maize,1988-89,0,0
1,Balochistan,,Kharan,Maize,1988-89,0,0
1,Balochistan,,Lasbela,Maize,1988-89,0,0
1,Balochistan,,Turbat,Maize,1988-89,0,0
1,Balochistan,,Panjgoor,Maize,1988-89,0,0
1,Balochistan,,Gwadar,Maize,1988-89,0,0
1,Balochistan,,Magsi,Maize,1988-89,0,0
1,Balochistan,,Kalat,Maize,1988-89,0,0
1,Balochistan,,Quetta,Maize,1989-90,0,0
1,Balochistan,,Pishin,Maize,1989-90,0,0
1,Balochistan,,Killa Abdullah,Maize,1989-90,0,0
1,Balochistan,,Chagai,Maize,1989-90,0,0
1,Balochistan,,Loralai,Maize,1989-90,2.7,2.5
1,Balochistan,,Musa Khail ,Maize,1989-90,0,0
1,Balochistan,,Barkhan,Maize,1989-90,0,0
1,Balochistan,,Zhob,Maize,1989-90,1.8,1.4
1,Balochistan,,Killa Saifullah,Maize,1989-90,0,0
1,Balochistan,,Sibi,Maize,1989-90,0.1,0.1
1,Balochistan,,Ziarat,Maize,1989-90,0,0
