Year,PID,Province,DID,District,Livestock,Livestock Type,Sex,Farm Type,NUMBER OF FARMS,NUMBER OF ANIMALS
1996,1,Balochistan,19,DERA BUGTI,Goats,FEMALE GOATS 1 YEAR AND OVER,F,Other,83,180
1996,1,Balochistan,19,DERA BUGTI,Goats,YOUNGSTOCK UNDER 1 YEAR,,FARM HOUSEHOLDS,12336,113894
1996,1,Balochistan,19,DERA BUGTI,Goats,YOUNGSTOCK UNDER 1 YEAR,,NON-FARM HOUSEHOLDS,4361,55027
1996,1,Balochistan,19,DERA BUGTI,Goats,YOUNGSTOCK UNDER 1 YEAR,,Other,62,62
1996,1,Balochistan,19,DERA BUGTI,Sheep,MALE SHEEP 1 YEAR AND OVER,M,FARM HOUSEHOLDS,7652,102035
1996,1,Balochistan,19,DERA BUGTI,Sheep,MALE SHEEP 1 YEAR AND OVER,M,NON-FARM HOUSEHOLDS,2742,32911
1996,1,Balochistan,19,DERA BUGTI,Sheep,MALE SHEEP 1 YEAR AND OVER,M,Other,,
1996,1,Balochistan,19,DERA BUGTI,Sheep,FEMALE SHEEP 1 YEAR AND OVER,F,FARM HOUSEHOLDS,8593,204081
1996,1,Balochistan,19,DERA BUGTI,Sheep,FEMALE SHEEP 1 YEAR AND OVER,F,NON-FARM HOUSEHOLDS,2980,92316
1996,1,Balochistan,19,DERA BUGTI,Sheep,FEMALE SHEEP 1 YEAR AND OVER,F,Other,,
1996,1,Balochistan,19,DERA BUGTI,Sheep,YOUNGSTOCK UNDER 1 YEAR,,FARM HOUSEHOLDS,8115,86900
1996,1,Balochistan,19,DERA BUGTI,Sheep,YOUNGSTOCK UNDER 1 YEAR,,NON-FARM HOUSEHOLDS,2917,43099
1996,1,Balochistan,19,DERA BUGTI,Sheep,YOUNGSTOCK UNDER 1 YEAR,,Other,,
1996,1,Balochistan,19,DERA BUGTI,Camel,CAMELS 3 YEARS AND OVER,,FARM HOUSEHOLDS,6580,15342
1996,1,Balochistan,19,DERA BUGTI,Camel,CAMELS 3 YEARS AND OVER,,NON-FARM HOUSEHOLDS,2425,5725
1996,1,Balochistan,19,DERA BUGTI,Camel,CAMELS 3 YEARS AND OVER,,Other,36,152
1996,1,Balochistan,19,DERA BUGTI,Camel,CAMELS UNDER 3 YEARS,,FARM HOUSEHOLDS,3238,7809
1996,1,Balochistan,19,DERA BUGTI,Camel,CAMELS UNDER 3 YEARS,,NON-FARM HOUSEHOLDS,1482,3768
1996,1,Balochistan,19,DERA BUGTI,Camel,CAMELS UNDER 3 YEARS,,Other,14,58
1996,1,Balochistan,19,DERA BUGTI,Horses,,,FARM HOUSEHOLDS,2631,4270
1996,1,Balochistan,19,DERA BUGTI,Horses,,,NON-FARM HOUSEHOLDS,968,2066
1996,1,Balochistan,19,DERA BUGTI,Horses,,,Other,,
1996,1,Balochistan,19,DERA BUGTI,Mules,,,FARM HOUSEHOLDS,386,1245
1996,1,Balochistan,19,DERA BUGTI,Mules,,,NON-FARM HOUSEHOLDS,355,1157
1996,1,Balochistan,19,DERA BUGTI,Mules,,,Other,,
1996,1,Balochistan,19,DERA BUGTI,Donkeys,,,FARM HOUSEHOLDS,9954,38218
1996,1,Balochistan,19,DERA BUGTI,Donkeys,,,NON-FARM HOUSEHOLDS,2889,11170
1996,1,Balochistan,19,DERA BUGTI,Donkeys,,,Other,67,126
1996,1,Balochistan,16,SIBI,Cattle,BULLS AND BULLOCKS 3 YEARS AND OVER,M,FARM HOUSEHOLDS,3826,8399
1996,1,Balochistan,129,GWADAR,Cattle,BULLS AND BULLOCKS 3 YEARS AND OVER,M,NON-FARM HOUSEHOLDS,1980,2550
1996,1,Balochistan,129,GWADAR,Cattle,BULLS AND BULLOCKS 3 YEARS AND OVER,M,Other,,
1996,1,Balochistan,129,GWADAR,Cattle,COWS 3 YEARS AND OVER,F,FARM HOUSEHOLDS,2840,56106
1996,1,Balochistan,129,GWADAR,Cattle,COWS 3 YEARS AND OVER,F,NON-FARM HOUSEHOLDS,2083,10226
1996,1,Balochistan,129,GWADAR,Cattle,COWS 3 YEARS AND OVER,F,Other,,
1996,1,Balochistan,129,GWADAR,Cattle,YOUNGSTOCK UNDER 3 YEARS,,FARM HOUSEHOLDS,2263,4506
1996,1,Balochistan,129,GWADAR,Cattle,YOUNGSTOCK UNDER 3 YEARS,,NON-FARM HOUSEHOLDS,1654,3442
1996,1,Balochistan,129,GWADAR,Cattle,YOUNGSTOCK UNDER 3 YEARS,,Other,,
1996,1,Balochistan,129,GWADAR,Buffaloes,MALE BUFFALOES 3 YEARS AND OVER,M,FARM HOUSEHOLDS,702,705
1996,1,Balochistan,129,GWADAR,Buffaloes,MALE BUFFALOES 3 YEARS AND OVER,M,NON-FARM HOUSEHOLDS,835,835
1996,1,Balochistan,129,GWADAR,Buffaloes,MALE BUFFALOES 3 YEARS AND OVER,M,Other,,
1996,1,Balochistan,129,GWADAR,Buffaloes,FEMALE BUFFALOES 3 YEARS AND OVER,F,FARM HOUSEHOLDS,77,564
1996,1,Balochistan,129,GWADAR,Buffaloes,FEMALE BUFFALOES 3 YEARS AND OVER,F,NON-FARM HOUSEHOLDS,45,90
1996,1,Balochistan,129,GWADAR,Buffaloes,FEMALE BUFFALOES 3 YEARS AND OVER,F,Other,,
1996,1,Balochistan,129,GWADAR,Buffaloes,YOUNGSTOCK UNDER 3 YEARS,,FARM HOUSEHOLDS,8,18
1996,1,Balochistan,129,GWADAR,Buffaloes,YOUNGSTOCK UNDER 3 YEARS,,NON-FARM HOUSEHOLDS,67,112
1996,1,Balochistan,129,GWADAR,Buffaloes,YOUNGSTOCK UNDER 3 YEARS,,Other,,
1996,1,Balochistan,129,GWADAR,Goats,MALE GOATS 1 YEAR AND OVER,M,FARM HOUSEHOLDS,7184,49082
1996,1,Balochistan,129,GWADAR,Goats,MALE GOATS 1 YEAR AND OVER,M,NON-FARM HOUSEHOLDS,4693,30610
1996,1,Balochistan,129,GWADAR,Goats,MALE GOATS 1 YEAR AND OVER,M,Other,1193,2111
1996,1,Balochistan,129,GWADAR,Goats,FEMALE GOATS 1 YEAR AND OVER,F,FARM HOUSEHOLDS,7434,70762
1996,1,Balochistan,129,GWADAR,Goats,FEMALE GOATS 1 YEAR AND OVER,F,NON-FARM HOUSEHOLDS,4836,42954
1996,1,Balochistan,129,GWADAR,Goats,FEMALE GOATS 1 YEAR AND OVER,F,Other,901,1258
1996,1,Balochistan,129,GWADAR,Goats,YOUNGSTOCK UNDER 1 YEAR,,FARM HOUSEHOLDS,7205,35681
1996,1,Balochistan,129,GWADAR,Goats,YOUNGSTOCK UNDER 1 YEAR,,NON-FARM HOUSEHOLDS,4590,19247
1996,1,Balochistan,129,GWADAR,Goats,YOUNGSTOCK UNDER 1 YEAR,,Other,437,599
1996,1,Balochistan,129,GWADAR,Sheep,MALE SHEEP 1 YEAR AND OVER,M,FARM HOUSEHOLDS,1388,4963
1996,1,Balochistan,129,GWADAR,Sheep,MALE SHEEP 1 YEAR AND OVER,M,NON-FARM HOUSEHOLDS,1591,6338
1996,1,Balochistan,129,GWADAR,Sheep,MALE SHEEP 1 YEAR AND OVER,M,Other,,
1996,1,Balochistan,129,GWADAR,Sheep,FEMALE SHEEP 1 YEAR AND OVER,F,FARM HOUSEHOLDS,1415,8163
1996,1,Balochistan,129,GWADAR,Sheep,FEMALE SHEEP 1 YEAR AND OVER,F,NON-FARM HOUSEHOLDS,1655,6894
1996,1,Balochistan,129,GWADAR,Sheep,FEMALE SHEEP 1 YEAR AND OVER,F,Other,4,10
1996,1,Balochistan,129,GWADAR,Sheep,YOUNGSTOCK UNDER 1 YEAR,,FARM HOUSEHOLDS,1272,4057
1996,1,Balochistan,129,GWADAR,Sheep,YOUNGSTOCK UNDER 1 YEAR,,NON-FARM HOUSEHOLDS,1451,3417
1996,1,Balochistan,129,GWADAR,Sheep,YOUNGSTOCK UNDER 1 YEAR,,Other,14,14
1996,1,Balochistan,129,GWADAR,Camel,CAMELS 3 YEARS AND OVER,,FARM HOUSEHOLDS,3412,6008
1996,1,Balochistan,129,GWADAR,Camel,CAMELS 3 YEARS AND OVER,,NON-FARM HOUSEHOLDS,1955,4253
1996,1,Balochistan,129,GWADAR,Camel,CAMELS 3 YEARS AND OVER,,Other,57,120
1996,1,Balochistan,129,GWADAR,Camel,CAMELS UNDER 3 YEARS,,FARM HOUSEHOLDS,1399,2686
1996,1,Balochistan,129,GWADAR,Camel,CAMELS UNDER 3 YEARS,,NON-FARM HOUSEHOLDS,1774,3226
1996,1,Balochistan,129,GWADAR,Camel,CAMELS UNDER 3 YEARS,,Other,12,25
1996,1,Balochistan,129,GWADAR,Horses,,,FARM HOUSEHOLDS,60,122
1996,1,Balochistan,129,GWADAR,Horses,,,NON-FARM HOUSEHOLDS,2,3
1996,1,Balochistan,129,GWADAR,Horses,,,Other,,
1996,1,Balochistan,129,GWADAR,Mules,,,FARM HOUSEHOLDS,9,14
1996,1,Balochistan,129,GWADAR,Mules,,,NON-FARM HOUSEHOLDS,180,181
1996,1,Balochistan,129,GWADAR,Mules,,,Other,,
1996,1,Balochistan,129,GWADAR,Donkeys,,,FARM HOUSEHOLDS,945,1637
1996,1,Balochistan,129,GWADAR,Donkeys,,,NON-FARM HOUSEHOLDS,961,2471
1996,1,Balochistan,129,GWADAR,Donkeys,,,Other,154,311
1996,1,Balochistan,17,HARNAI,Cattle,BULLS AND BULLOCKS 3 YEARS AND OVER,M,FARM HOUSEHOLDS,3355,5774
1996,1,Balochistan,17,HARNAI,Cattle,BULLS AND BULLOCKS 3 YEARS AND OVER,M,NON-FARM HOUSEHOLDS,1052,2544
1996,1,Balochistan,17,HARNAI,Cattle,BULLS AND BULLOCKS 3 YEARS AND OVER,M,Other,,
1996,1,Balochistan,17,HARNAI,Cattle,COWS 3 YEARS AND OVER,F,FARM HOUSEHOLDS,5106,16927
1996,1,Balochistan,17,HARNAI,Cattle,COWS 3 YEARS AND OVER,F,NON-FARM HOUSEHOLDS,1848,4822
1996,1,Balochistan,17,HARNAI,Cattle,COWS 3 YEARS AND OVER,F,Other,,
1996,1,Balochistan,17,HARNAI,Cattle,YOUNGSTOCK UNDER 3 YEARS,,FARM HOUSEHOLDS,4698,9979
1996,1,Balochistan,17,HARNAI,Cattle,YOUNGSTOCK UNDER 3 YEARS,,NON-FARM HOUSEHOLDS,1840,3662
1996,1,Balochistan,17,HARNAI,Cattle,YOUNGSTOCK UNDER 3 YEARS,,Other,,
1996,1,Balochistan,17,HARNAI,Buffaloes,MALE BUFFALOES 3 YEARS AND OVER,M,FARM HOUSEHOLDS,119,122
1996,1,Balochistan,17,HARNAI,Buffaloes,MALE BUFFALOES 3 YEARS AND OVER,M,NON-FARM HOUSEHOLDS,23,23
1996,1,Balochistan,17,HARNAI,Buffaloes,MALE BUFFALOES 3 YEARS AND OVER,M,Other,,
1996,1,Balochistan,17,HARNAI,Buffaloes,FEMALE BUFFALOES 3 YEARS AND OVER,F,FARM HOUSEHOLDS,60,400
1996,1,Balochistan,17,HARNAI,Buffaloes,FEMALE BUFFALOES 3 YEARS AND OVER,F,NON-FARM HOUSEHOLDS,19,335
1996,1,Balochistan,17,HARNAI,Buffaloes,FEMALE BUFFALOES 3 YEARS AND OVER,F,Other,,
1996,1,Balochistan,17,HARNAI,Buffaloes,YOUNGSTOCK UNDER 3 YEARS,,FARM HOUSEHOLDS,21,40
1996,1,Balochistan,17,HARNAI,Buffaloes,YOUNGSTOCK UNDER 3 YEARS,,NON-FARM HOUSEHOLDS,12,47
1996,1,Balochistan,17,HARNAI,Buffaloes,YOUNGSTOCK UNDER 3 YEARS,,Other,,
1996,1,Balochistan,17,HARNAI,Goats,MALE GOATS 1 YEAR AND OVER,M,FARM HOUSEHOLDS,4409,32126
1996,1,Balochistan,17,HARNAI,Goats,MALE GOATS 1 YEAR AND OVER,M,NON-FARM HOUSEHOLDS,1559,8456
1996,1,Balochistan,17,HARNAI,Goats,MALE GOATS 1 YEAR AND OVER,M,Other,23,30
1996,1,Balochistan,17,HARNAI,Goats,FEMALE GOATS 1 YEAR AND OVER,F,FARM HOUSEHOLDS,5636,64454
1996,1,Balochistan,17,HARNAI,Goats,FEMALE GOATS 1 YEAR AND OVER,F,NON-FARM HOUSEHOLDS,1898,12217
1996,1,Balochistan,17,HARNAI,Goats,FEMALE GOATS 1 YEAR AND OVER,F,Other,241,354
1996,1,Balochistan,17,HARNAI,Goats,YOUNGSTOCK UNDER 1 YEAR,,FARM HOUSEHOLDS,5345,41992
1996,1,Balochistan,17,HARNAI,Goats,YOUNGSTOCK UNDER 1 YEAR,,NON-FARM HOUSEHOLDS,1929,8645
1996,1,Balochistan,17,HARNAI,Goats,YOUNGSTOCK UNDER 1 YEAR,,Other,176,263
1996,1,Balochistan,17,HARNAI,Sheep,MALE SHEEP 1 YEAR AND OVER,M,FARM HOUSEHOLDS,724,3851
1996,1,Balochistan,17,HARNAI,Sheep,MALE SHEEP 1 YEAR AND OVER,M,NON-FARM HOUSEHOLDS,131,766
1996,1,Balochistan,17,HARNAI,Sheep,MALE SHEEP 1 YEAR AND OVER,M,Other,3,3
1996,1,Balochistan,17,HARNAI,Sheep,FEMALE SHEEP 1 YEAR AND OVER,F,FARM HOUSEHOLDS,1412,24549
1996,1,Balochistan,17,HARNAI,Sheep,FEMALE SHEEP 1 YEAR AND OVER,F,NON-FARM HOUSEHOLDS,275,4091
1996,1,Balochistan,17,HARNAI,Sheep,FEMALE SHEEP 1 YEAR AND OVER,F,Other,30,39
1996,1,Balochistan,17,HARNAI,Sheep,YOUNGSTOCK UNDER 1 YEAR,,FARM HOUSEHOLDS,1338,13597
1996,1,Balochistan,17,HARNAI,Sheep,YOUNGSTOCK UNDER 1 YEAR,,NON-FARM HOUSEHOLDS,263,2083
1996,1,Balochistan,17,HARNAI,Sheep,YOUNGSTOCK UNDER 1 YEAR,,Other,14,16
1996,1,Balochistan,17,HARNAI,Camel,CAMELS 3 YEARS AND OVER,,FARM HOUSEHOLDS,81,172
1996,1,Balochistan,17,HARNAI,Camel,CAMELS 3 YEARS AND OVER,,NON-FARM HOUSEHOLDS,30,31
1996,1,Balochistan,17,HARNAI,Camel,CAMELS 3 YEARS AND OVER,,Other,3,3
1996,1,Balochistan,17,HARNAI,Camel,CAMELS UNDER 3 YEARS,,FARM HOUSEHOLDS,12,27
1996,1,Balochistan,17,HARNAI,Camel,CAMELS UNDER 3 YEARS,,NON-FARM HOUSEHOLDS,2,147
1996,1,Balochistan,17,HARNAI,Camel,CAMELS UNDER 3 YEARS,,Other,,
1996,1,Balochistan,17,HARNAI,Horses,,,FARM HOUSEHOLDS,26,32
1996,1,Balochistan,17,HARNAI,Horses,,,NON-FARM HOUSEHOLDS,27,31
1996,1,Balochistan,17,HARNAI,Horses,,,Other,5,5
1996,1,Balochistan,17,HARNAI,Mules,,,FARM HOUSEHOLDS,3,3
1996,1,Balochistan,17,HARNAI,Mules,,,NON-FARM HOUSEHOLDS,,
1996,1,Balochistan,17,HARNAI,Mules,,,Other,,
1996,1,Balochistan,17,HARNAI,Donkeys,,,FARM HOUSEHOLDS,208,964
1996,1,Balochistan,17,HARNAI,Donkeys,,,NON-FARM HOUSEHOLDS,12,82
1996,1,Balochistan,17,HARNAI,Donkeys,,,Other,3,23
1996,1,Balochistan,18,KOHLU,Cattle,BULLS AND BULLOCKS 3 YEARS AND OVER,M,FARM HOUSEHOLDS,5359,16453
1996,1,Balochistan,117,JAFARABAD,Cattle,BULLS AND BULLOCKS 3 YEARS AND OVER,M,NON-FARM HOUSEHOLDS,457,501
1996,1,Balochistan,117,JAFARABAD,Cattle,BULLS AND BULLOCKS 3 YEARS AND OVER,M,Other,,
1996,1,Balochistan,117,JAFARABAD,Cattle,COWS 3 YEARS AND OVER,F,FARM HOUSEHOLDS,18513,47188
1996,1,Balochistan,117,JAFARABAD,Cattle,COWS 3 YEARS AND OVER,F,NON-FARM HOUSEHOLDS,1930,6096
1996,1,Balochistan,117,JAFARABAD,Cattle,COWS 3 YEARS AND OVER,F,Other,,
1996,1,Balochistan,117,JAFARABAD,Cattle,YOUNGSTOCK UNDER 3 YEARS,,FARM HOUSEHOLDS,15975,25976
1996,1,Balochistan,117,JAFARABAD,Cattle,YOUNGSTOCK UNDER 3 YEARS,,NON-FARM HOUSEHOLDS,1771,2613
1996,1,Balochistan,117,JAFARABAD,Cattle,YOUNGSTOCK UNDER 3 YEARS,,Other,,
1996,1,Balochistan,117,JAFARABAD,Buffaloes,MALE BUFFALOES 3 YEARS AND OVER,M,FARM HOUSEHOLDS,5629,5815
1996,1,Balochistan,117,JAFARABAD,Buffaloes,MALE BUFFALOES 3 YEARS AND OVER,M,NON-FARM HOUSEHOLDS,399,430
1996,1,Balochistan,117,JAFARABAD,Buffaloes,MALE BUFFALOES 3 YEARS AND OVER,M,Other,,
1996,1,Balochistan,117,JAFARABAD,Buffaloes,FEMALE BUFFALOES 3 YEARS AND OVER,F,FARM HOUSEHOLDS,15354,32261
1996,1,Balochistan,117,JAFARABAD,Buffaloes,FEMALE BUFFALOES 3 YEARS AND OVER,F,NON-FARM HOUSEHOLDS,2417,6117
1996,1,Balochistan,117,JAFARABAD,Buffaloes,FEMALE BUFFALOES 3 YEARS AND OVER,F,Other,,
1996,1,Balochistan,117,JAFARABAD,Buffaloes,YOUNGSTOCK UNDER 3 YEARS,,FARM HOUSEHOLDS,11896,17178
1996,1,Balochistan,117,JAFARABAD,Buffaloes,YOUNGSTOCK UNDER 3 YEARS,,NON-FARM HOUSEHOLDS,2188,3592
1996,1,Balochistan,117,JAFARABAD,Buffaloes,YOUNGSTOCK UNDER 3 YEARS,,Other,,
1996,1,Balochistan,117,JAFARABAD,Goats,MALE GOATS 1 YEAR AND OVER,M,FARM HOUSEHOLDS,9187,14578
1996,1,Balochistan,117,JAFARABAD,Goats,MALE GOATS 1 YEAR AND OVER,M,NON-FARM HOUSEHOLDS,419,778
1996,1,Balochistan,117,JAFARABAD,Goats,MALE GOATS 1 YEAR AND OVER,M,Other,52,52
1996,1,Balochistan,117,JAFARABAD,Goats,FEMALE GOATS 1 YEAR AND OVER,F,FARM HOUSEHOLDS,17135,64210
1996,1,Balochistan,117,JAFARABAD,Goats,FEMALE GOATS 1 YEAR AND OVER,F,NON-FARM HOUSEHOLDS,1862,6853
1996,1,Balochistan,117,JAFARABAD,Goats,FEMALE GOATS 1 YEAR AND OVER,F,Other,269,357
1996,1,Balochistan,117,JAFARABAD,Goats,YOUNGSTOCK UNDER 1 YEAR,,FARM HOUSEHOLDS,15696,39329
1996,1,Balochistan,117,JAFARABAD,Goats,YOUNGSTOCK UNDER 1 YEAR,,NON-FARM HOUSEHOLDS,1733,3773
1996,1,Balochistan,117,JAFARABAD,Goats,YOUNGSTOCK UNDER 1 YEAR,,Other,238,277
1996,1,Balochistan,117,JAFARABAD,Sheep,MALE SHEEP 1 YEAR AND OVER,M,FARM HOUSEHOLDS,1353,2105
1996,1,Balochistan,117,JAFARABAD,Sheep,MALE SHEEP 1 YEAR AND OVER,M,NON-FARM HOUSEHOLDS,39,94
1996,1,Balochistan,117,JAFARABAD,Sheep,MALE SHEEP 1 YEAR AND OVER,M,Other,,
1996,1,Balochistan,117,JAFARABAD,Sheep,FEMALE SHEEP 1 YEAR AND OVER,F,FARM HOUSEHOLDS,2921,8035
1996,1,Balochistan,117,JAFARABAD,Sheep,FEMALE SHEEP 1 YEAR AND OVER,F,NON-FARM HOUSEHOLDS,116,643
1996,1,Balochistan,117,JAFARABAD,Sheep,FEMALE SHEEP 1 YEAR AND OVER,F,Other,11,16
1996,1,Balochistan,117,JAFARABAD,Sheep,YOUNGSTOCK UNDER 1 YEAR,,FARM HOUSEHOLDS,2486,5064
1996,1,Balochistan,117,JAFARABAD,Sheep,YOUNGSTOCK UNDER 1 YEAR,,NON-FARM HOUSEHOLDS,98,262
1996,1,Balochistan,117,JAFARABAD,Sheep,YOUNGSTOCK UNDER 1 YEAR,,Other,8,8
1996,1,Balochistan,117,JAFARABAD,Camel,CAMELS 3 YEARS AND OVER,,FARM HOUSEHOLDS,1105,1289
1996,1,Balochistan,117,JAFARABAD,Camel,CAMELS 3 YEARS AND OVER,,NON-FARM HOUSEHOLDS,,
1996,1,Balochistan,117,JAFARABAD,Camel,CAMELS 3 YEARS AND OVER,,Other,,
1996,1,Balochistan,117,JAFARABAD,Camel,CAMELS UNDER 3 YEARS,,FARM HOUSEHOLDS,884,1087
1996,1,Balochistan,117,JAFARABAD,Camel,CAMELS UNDER 3 YEARS,,NON-FARM HOUSEHOLDS,,
1996,1,Balochistan,117,JAFARABAD,Camel,CAMELS UNDER 3 YEARS,,Other,,
1996,1,Balochistan,117,JAFARABAD,Horses,,,FARM HOUSEHOLDS,521,544
1996,1,Balochistan,117,JAFARABAD,Horses,,,NON-FARM HOUSEHOLDS,20,28
1996,1,Balochistan,117,JAFARABAD,Horses,,,Other,,
1996,1,Balochistan,117,JAFARABAD,Mules,,,FARM HOUSEHOLDS,424,548
1996,1,Balochistan,117,JAFARABAD,Mules,,,NON-FARM HOUSEHOLDS,3,3
1996,1,Balochistan,117,JAFARABAD,Mules,,,Other,3,3
1996,1,Balochistan,117,JAFARABAD,Donkeys,,,FARM HOUSEHOLDS,12401,16329
1996,1,Balochistan,117,JAFARABAD,Donkeys,,,NON-FARM HOUSEHOLDS,1077,1384
1996,1,Balochistan,117,JAFARABAD,Donkeys,,,Other,188,255
1996,1,Balochistan,19,DERA BUGTI,Cattle,BULLS AND BULLOCKS 3 YEARS AND OVER,M,FARM HOUSEHOLDS,10225,23788
1996,1,Balochistan,120,JHAL MAGSI,Cattle,BULLS AND BULLOCKS 3 YEARS AND OVER,M,NON-FARM HOUSEHOLDS,1729,2650
1996,1,Balochistan,120,JHAL MAGSI,Cattle,BULLS AND BULLOCKS 3 YEARS AND OVER,M,Other,,
1996,1,Balochistan,120,JHAL MAGSI,Cattle,COWS 3 YEARS AND OVER,F,FARM HOUSEHOLDS,19906,72285
1996,1,Balochistan,120,JHAL MAGSI,Cattle,COWS 3 YEARS AND OVER,F,NON-FARM HOUSEHOLDS,2470,9201
1996,1,Balochistan,120,JHAL MAGSI,Cattle,COWS 3 YEARS AND OVER,F,Other,,
1996,1,Balochistan,120,JHAL MAGSI,Cattle,YOUNGSTOCK UNDER 3 YEARS,,FARM HOUSEHOLDS,12345,23367
1996,1,Balochistan,120,JHAL MAGSI,Cattle,YOUNGSTOCK UNDER 3 YEARS,,NON-FARM HOUSEHOLDS,1893,2657
1996,1,Balochistan,120,JHAL MAGSI,Cattle,YOUNGSTOCK UNDER 3 YEARS,,Other,,
1996,1,Balochistan,120,JHAL MAGSI,Buffaloes,MALE BUFFALOES 3 YEARS AND OVER,M,FARM HOUSEHOLDS,4602,4602
1996,1,Balochistan,120,JHAL MAGSI,Buffaloes,MALE BUFFALOES 3 YEARS AND OVER,M,NON-FARM HOUSEHOLDS,574,574
1996,1,Balochistan,120,JHAL MAGSI,Buffaloes,MALE BUFFALOES 3 YEARS AND OVER,M,Other,,
1996,1,Balochistan,120,JHAL MAGSI,Buffaloes,FEMALE BUFFALOES 3 YEARS AND OVER,F,FARM HOUSEHOLDS,506,2621
1996,1,Balochistan,120,JHAL MAGSI,Buffaloes,FEMALE BUFFALOES 3 YEARS AND OVER,F,NON-FARM HOUSEHOLDS,102,284
1996,1,Balochistan,120,JHAL MAGSI,Buffaloes,FEMALE BUFFALOES 3 YEARS AND OVER,F,Other,,
1996,1,Balochistan,120,JHAL MAGSI,Buffaloes,YOUNGSTOCK UNDER 3 YEARS,,FARM HOUSEHOLDS,208,427
1996,1,Balochistan,120,JHAL MAGSI,Buffaloes,YOUNGSTOCK UNDER 3 YEARS,,NON-FARM HOUSEHOLDS,50,57
1996,1,Balochistan,120,JHAL MAGSI,Buffaloes,YOUNGSTOCK UNDER 3 YEARS,,Other,,
1996,1,Balochistan,120,JHAL MAGSI,Goats,MALE GOATS 1 YEAR AND OVER,M,FARM HOUSEHOLDS,14853,45441
1996,1,Balochistan,120,JHAL MAGSI,Goats,MALE GOATS 1 YEAR AND OVER,M,NON-FARM HOUSEHOLDS,1966,4944
1996,1,Balochistan,120,JHAL MAGSI,Goats,MALE GOATS 1 YEAR AND OVER,M,Other,1,1
1996,1,Balochistan,120,JHAL MAGSI,Goats,FEMALE GOATS 1 YEAR AND OVER,F,FARM HOUSEHOLDS,20775,257781
1996,1,Balochistan,120,JHAL MAGSI,Goats,FEMALE GOATS 1 YEAR AND OVER,F,NON-FARM HOUSEHOLDS,2671,26040
1996,1,Balochistan,120,JHAL MAGSI,Goats,FEMALE GOATS 1 YEAR AND OVER,F,Other,445,941
1996,1,Balochistan,120,JHAL MAGSI,Goats,YOUNGSTOCK UNDER 1 YEAR,,FARM HOUSEHOLDS,16520,76234
1996,1,Balochistan,120,JHAL MAGSI,Goats,YOUNGSTOCK UNDER 1 YEAR,,NON-FARM HOUSEHOLDS,2467,13399
1996,1,Balochistan,120,JHAL MAGSI,Goats,YOUNGSTOCK UNDER 1 YEAR,,Other,136,137
1996,1,Balochistan,120,JHAL MAGSI,Sheep,MALE SHEEP 1 YEAR AND OVER,M,FARM HOUSEHOLDS,1399,3529
1996,1,Balochistan,120,JHAL MAGSI,Sheep,MALE SHEEP 1 YEAR AND OVER,M,NON-FARM HOUSEHOLDS,186,372
1996,1,Balochistan,120,JHAL MAGSI,Sheep,MALE SHEEP 1 YEAR AND OVER,M,Other,,
1996,1,Balochistan,120,JHAL MAGSI,Sheep,FEMALE SHEEP 1 YEAR AND OVER,F,FARM HOUSEHOLDS,1941,21478
1996,1,Balochistan,120,JHAL MAGSI,Sheep,FEMALE SHEEP 1 YEAR AND OVER,F,NON-FARM HOUSEHOLDS,385,6992
1996,1,Balochistan,120,JHAL MAGSI,Sheep,FEMALE SHEEP 1 YEAR AND OVER,F,Other,1,1
1996,1,Balochistan,120,JHAL MAGSI,Sheep,YOUNGSTOCK UNDER 1 YEAR,,FARM HOUSEHOLDS,1524,9994
1996,1,Balochistan,120,JHAL MAGSI,Sheep,YOUNGSTOCK UNDER 1 YEAR,,NON-FARM HOUSEHOLDS,385,1551
1996,1,Balochistan,120,JHAL MAGSI,Sheep,YOUNGSTOCK UNDER 1 YEAR,,Other,,
1996,1,Balochistan,120,JHAL MAGSI,Camel,CAMELS 3 YEARS AND OVER,,FARM HOUSEHOLDS,956,1914
1996,1,Balochistan,120,JHAL MAGSI,Camel,CAMELS 3 YEARS AND OVER,,NON-FARM HOUSEHOLDS,989,1567
1996,1,Balochistan,120,JHAL MAGSI,Camel,CAMELS 3 YEARS AND OVER,,Other,281,554
1996,1,Balochistan,120,JHAL MAGSI,Camel,CAMELS UNDER 3 YEARS,,FARM HOUSEHOLDS,556,309175
1996,1,Balochistan,120,JHAL MAGSI,Camel,CAMELS UNDER 3 YEARS,,NON-FARM HOUSEHOLDS,613,1240
1996,1,Balochistan,120,JHAL MAGSI,Camel,CAMELS UNDER 3 YEARS,,Other,272,536
1996,1,Balochistan,120,JHAL MAGSI,Horses,,,FARM HOUSEHOLDS,1450,1545
1996,1,Balochistan,120,JHAL MAGSI,Horses,,,NON-FARM HOUSEHOLDS,695,715
1996,1,Balochistan,120,JHAL MAGSI,Horses,,,Other,153,247
1996,1,Balochistan,120,JHAL MAGSI,Mules,,,FARM HOUSEHOLDS,101,179
1996,1,Balochistan,120,JHAL MAGSI,Mules,,,NON-FARM HOUSEHOLDS,67,92
1996,1,Balochistan,120,JHAL MAGSI,Mules,,,Other,41,74
1996,1,Balochistan,120,JHAL MAGSI,Donkeys,,,FARM HOUSEHOLDS,10613,20920
1996,1,Balochistan,120,JHAL MAGSI,Donkeys,,,NON-FARM HOUSEHOLDS,1331,2511
