Year,PID,Province,DID,District,Livestock,Livestock Type,Sex,Farm Type,NUMBER OF FARMS,NUMBER OF ANIMALS
1996,1,Balochistan,120,JHAL MAGSI,Donkeys,,,Other,373,405
1996,1,Balochistan,110,ZIARAT,Cattle,BULLS AND BULLOCKS 3 YEARS AND OVER,M,FARM HOUSEHOLDS,737,1071
1996,1,Balochistan,123,KALAT ,Cattle,BULLS AND BULLOCKS 3 YEARS AND OVER,M,NON-FARM HOUSEHOLDS,1223,1831
1996,1,Balochistan,123,KALAT ,Cattle,BULLS AND BULLOCKS 3 YEARS AND OVER,M,Other,,
1996,1,Balochistan,123,KALAT ,Cattle,COWS 3 YEARS AND OVER,F,FARM HOUSEHOLDS,995,2599
1996,1,Balochistan,123,KALAT ,Cattle,COWS 3 YEARS AND OVER,F,NON-FARM HOUSEHOLDS,801,1991
1996,1,Balochistan,123,KALAT ,Cattle,COWS 3 YEARS AND OVER,F,Other,,
1996,1,Balochistan,123,KALAT ,Cattle,YOUNGSTOCK UNDER 3 YEARS,,FARM HOUSEHOLDS,405,799
1996,1,Balochistan,123,KALAT ,Cattle,YOUNGSTOCK UNDER 3 YEARS,,NON-FARM HOUSEHOLDS,568,1395
1996,1,Balochistan,123,KALAT ,Cattle,YOUNGSTOCK UNDER 3 YEARS,,Other,,
1996,1,Balochistan,123,KALAT ,Buffaloes,MALE BUFFALOES 3 YEARS AND OVER,M,FARM HOUSEHOLDS,219,237
1996,1,Balochistan,123,KALAT ,Buffaloes,MALE BUFFALOES 3 YEARS AND OVER,M,NON-FARM HOUSEHOLDS,390,401
1996,1,Balochistan,123,KALAT ,Buffaloes,MALE BUFFALOES 3 YEARS AND OVER,M,Other,,
1996,1,Balochistan,123,KALAT ,Buffaloes,FEMALE BUFFALOES 3 YEARS AND OVER,F,FARM HOUSEHOLDS,163,1176
1996,1,Balochistan,123,KALAT ,Buffaloes,FEMALE BUFFALOES 3 YEARS AND OVER,F,NON-FARM HOUSEHOLDS,172,758
1996,1,Balochistan,123,KALAT ,Buffaloes,FEMALE BUFFALOES 3 YEARS AND OVER,F,Other,,
1996,1,Balochistan,123,KALAT ,Buffaloes,YOUNGSTOCK UNDER 3 YEARS,,FARM HOUSEHOLDS,79,96
1996,1,Balochistan,123,KALAT ,Buffaloes,YOUNGSTOCK UNDER 3 YEARS,,NON-FARM HOUSEHOLDS,52,69
1996,1,Balochistan,123,KALAT ,Buffaloes,YOUNGSTOCK UNDER 3 YEARS,,Other,,
1996,1,Balochistan,123,KALAT ,Goats,MALE GOATS 1 YEAR AND OVER,M,FARM HOUSEHOLDS,6370,39926
1996,1,Balochistan,123,KALAT ,Goats,MALE GOATS 1 YEAR AND OVER,M,NON-FARM HOUSEHOLDS,7441,40109
1996,1,Balochistan,123,KALAT ,Goats,MALE GOATS 1 YEAR AND OVER,M,Other,177,177
1996,1,Balochistan,123,KALAT ,Goats,FEMALE GOATS 1 YEAR AND OVER,F,FARM HOUSEHOLDS,7292,141491
1996,1,Balochistan,123,KALAT ,Goats,FEMALE GOATS 1 YEAR AND OVER,F,NON-FARM HOUSEHOLDS,7617,114594
1996,1,Balochistan,123,KALAT ,Goats,FEMALE GOATS 1 YEAR AND OVER,F,Other,256,642
1996,1,Balochistan,123,KALAT ,Goats,YOUNGSTOCK UNDER 1 YEAR,,FARM HOUSEHOLDS,6524,61315
1996,1,Balochistan,123,KALAT ,Goats,YOUNGSTOCK UNDER 1 YEAR,,NON-FARM HOUSEHOLDS,7350,49943
1996,1,Balochistan,123,KALAT ,Goats,YOUNGSTOCK UNDER 1 YEAR,,Other,259,478
1996,1,Balochistan,123,KALAT ,Sheep,MALE SHEEP 1 YEAR AND OVER,M,FARM HOUSEHOLDS,5454,35385
1996,1,Balochistan,123,KALAT ,Sheep,MALE SHEEP 1 YEAR AND OVER,M,NON-FARM HOUSEHOLDS,6393,1457060
1996,1,Balochistan,123,KALAT ,Sheep,MALE SHEEP 1 YEAR AND OVER,M,Other,93,131
1996,1,Balochistan,123,KALAT ,Sheep,FEMALE SHEEP 1 YEAR AND OVER,F,FARM HOUSEHOLDS,6221,129796
1996,1,Balochistan,123,KALAT ,Sheep,FEMALE SHEEP 1 YEAR AND OVER,F,NON-FARM HOUSEHOLDS,6455,86485
1996,1,Balochistan,123,KALAT ,Sheep,FEMALE SHEEP 1 YEAR AND OVER,F,Other,93,186
1996,1,Balochistan,123,KALAT ,Sheep,YOUNGSTOCK UNDER 1 YEAR,,FARM HOUSEHOLDS,5444,60003
1996,1,Balochistan,123,KALAT ,Sheep,YOUNGSTOCK UNDER 1 YEAR,,NON-FARM HOUSEHOLDS,6067,39234
1996,1,Balochistan,123,KALAT ,Sheep,YOUNGSTOCK UNDER 1 YEAR,,Other,,
1996,1,Balochistan,123,KALAT ,Camel,CAMELS 3 YEARS AND OVER,,FARM HOUSEHOLDS,2196,3765
1996,1,Balochistan,123,KALAT ,Camel,CAMELS 3 YEARS AND OVER,,NON-FARM HOUSEHOLDS,1519,1912
1996,1,Balochistan,123,KALAT ,Camel,CAMELS 3 YEARS AND OVER,,Other,56,91
1996,1,Balochistan,123,KALAT ,Camel,CAMELS UNDER 3 YEARS,,FARM HOUSEHOLDS,1032,1488
1996,1,Balochistan,123,KALAT ,Camel,CAMELS UNDER 3 YEARS,,NON-FARM HOUSEHOLDS,569,729
1996,1,Balochistan,123,KALAT ,Camel,CAMELS UNDER 3 YEARS,,Other,11,11
1996,1,Balochistan,123,KALAT ,Horses,,,FARM HOUSEHOLDS,27,54
1996,1,Balochistan,123,KALAT ,Horses,,,NON-FARM HOUSEHOLDS,387,733
1996,1,Balochistan,123,KALAT ,Horses,,,Other,22,77
1996,1,Balochistan,123,KALAT ,Mules,,,FARM HOUSEHOLDS,45,45
1996,1,Balochistan,123,KALAT ,Mules,,,NON-FARM HOUSEHOLDS,27,27
1996,1,Balochistan,123,KALAT ,Mules,,,Other,11,66
1996,1,Balochistan,123,KALAT ,Donkeys,,,FARM HOUSEHOLDS,2704,5015
1996,1,Balochistan,123,KALAT ,Donkeys,,,NON-FARM HOUSEHOLDS,2206,3319
1996,1,Balochistan,123,KALAT ,Donkeys,,,Other,240,317
1996,1,Balochistan,111,LORALAI,Cattle,BULLS AND BULLOCKS 3 YEARS AND OVER,M,FARM HOUSEHOLDS,3550,4020
1996,1,Balochistan,128,KECH (TURBAT),Cattle,BULLS AND BULLOCKS 3 YEARS AND OVER,M,NON-FARM HOUSEHOLDS,1614,1931
1996,1,Balochistan,128,KECH (TURBAT),Cattle,BULLS AND BULLOCKS 3 YEARS AND OVER,M,Other,,
1996,1,Balochistan,128,KECH (TURBAT),Cattle,COWS 3 YEARS AND OVER,F,FARM HOUSEHOLDS,3906,7990
1996,1,Balochistan,128,KECH (TURBAT),Cattle,COWS 3 YEARS AND OVER,F,NON-FARM HOUSEHOLDS,2355,3909
1996,1,Balochistan,128,KECH (TURBAT),Cattle,COWS 3 YEARS AND OVER,F,Other,,
1996,1,Balochistan,128,KECH (TURBAT),Cattle,YOUNGSTOCK UNDER 3 YEARS,,FARM HOUSEHOLDS,1543,2497
1996,1,Balochistan,128,KECH (TURBAT),Cattle,YOUNGSTOCK UNDER 3 YEARS,,NON-FARM HOUSEHOLDS,1550,2137
1996,1,Balochistan,128,KECH (TURBAT),Cattle,YOUNGSTOCK UNDER 3 YEARS,,Other,,
1996,1,Balochistan,128,KECH (TURBAT),Buffaloes,MALE BUFFALOES 3 YEARS AND OVER,M,FARM HOUSEHOLDS,113,113
1996,1,Balochistan,128,KECH (TURBAT),Buffaloes,MALE BUFFALOES 3 YEARS AND OVER,M,NON-FARM HOUSEHOLDS,69,69
1996,1,Balochistan,128,KECH (TURBAT),Buffaloes,MALE BUFFALOES 3 YEARS AND OVER,M,Other,,
1996,1,Balochistan,128,KECH (TURBAT),Buffaloes,FEMALE BUFFALOES 3 YEARS AND OVER,F,FARM HOUSEHOLDS,52,266
1996,1,Balochistan,128,KECH (TURBAT),Buffaloes,FEMALE BUFFALOES 3 YEARS AND OVER,F,NON-FARM HOUSEHOLDS,65,172
1996,1,Balochistan,128,KECH (TURBAT),Buffaloes,FEMALE BUFFALOES 3 YEARS AND OVER,F,Other,,
1996,1,Balochistan,128,KECH (TURBAT),Buffaloes,YOUNGSTOCK UNDER 3 YEARS,,FARM HOUSEHOLDS,14,14
1996,1,Balochistan,128,KECH (TURBAT),Buffaloes,YOUNGSTOCK UNDER 3 YEARS,,NON-FARM HOUSEHOLDS,43,43
1996,1,Balochistan,128,KECH (TURBAT),Buffaloes,YOUNGSTOCK UNDER 3 YEARS,,Other,,
1996,1,Balochistan,128,KECH (TURBAT),Goats,MALE GOATS 1 YEAR AND OVER,M,FARM HOUSEHOLDS,5866,27590
1996,1,Balochistan,128,KECH (TURBAT),Goats,MALE GOATS 1 YEAR AND OVER,M,NON-FARM HOUSEHOLDS,14074,46908
1996,1,Balochistan,128,KECH (TURBAT),Goats,MALE GOATS 1 YEAR AND OVER,M,Other,7198,9679
1996,1,Balochistan,128,KECH (TURBAT),Goats,FEMALE GOATS 1 YEAR AND OVER,F,FARM HOUSEHOLDS,8176,63928
1996,1,Balochistan,128,KECH (TURBAT),Goats,FEMALE GOATS 1 YEAR AND OVER,F,NON-FARM HOUSEHOLDS,18350,107615
1996,1,Balochistan,128,KECH (TURBAT),Goats,FEMALE GOATS 1 YEAR AND OVER,F,Other,8930,13552
1996,1,Balochistan,128,KECH (TURBAT),Goats,YOUNGSTOCK UNDER 1 YEAR,,FARM HOUSEHOLDS,5800,22096
1996,1,Balochistan,128,KECH (TURBAT),Goats,YOUNGSTOCK UNDER 1 YEAR,,NON-FARM HOUSEHOLDS,16694,58571
1996,1,Balochistan,128,KECH (TURBAT),Goats,YOUNGSTOCK UNDER 1 YEAR,,Other,6615,7518
1996,1,Balochistan,128,KECH (TURBAT),Sheep,MALE SHEEP 1 YEAR AND OVER,M,FARM HOUSEHOLDS,389,1710
1996,1,Balochistan,128,KECH (TURBAT),Sheep,MALE SHEEP 1 YEAR AND OVER,M,NON-FARM HOUSEHOLDS,1355,3917
1996,1,Balochistan,128,KECH (TURBAT),Sheep,MALE SHEEP 1 YEAR AND OVER,M,Other,,
1996,1,Balochistan,128,KECH (TURBAT),Sheep,FEMALE SHEEP 1 YEAR AND OVER,F,FARM HOUSEHOLDS,829,3090
1996,1,Balochistan,128,KECH (TURBAT),Sheep,FEMALE SHEEP 1 YEAR AND OVER,F,NON-FARM HOUSEHOLDS,2276,16953
1996,1,Balochistan,128,KECH (TURBAT),Sheep,FEMALE SHEEP 1 YEAR AND OVER,F,Other,19,19
1996,1,Balochistan,128,KECH (TURBAT),Sheep,YOUNGSTOCK UNDER 1 YEAR,,FARM HOUSEHOLDS,669,1621
1996,1,Balochistan,128,KECH (TURBAT),Sheep,YOUNGSTOCK UNDER 1 YEAR,,NON-FARM HOUSEHOLDS,2084,9009
1996,1,Balochistan,128,KECH (TURBAT),Sheep,YOUNGSTOCK UNDER 1 YEAR,,Other,,
1996,1,Balochistan,128,KECH (TURBAT),Camel,CAMELS 3 YEARS AND OVER,,FARM HOUSEHOLDS,1639,2479
1996,1,Balochistan,128,KECH (TURBAT),Camel,CAMELS 3 YEARS AND OVER,,NON-FARM HOUSEHOLDS,1212,1345
1996,1,Balochistan,128,KECH (TURBAT),Camel,CAMELS 3 YEARS AND OVER,,Other,23,44
1996,1,Balochistan,128,KECH (TURBAT),Camel,CAMELS UNDER 3 YEARS,,FARM HOUSEHOLDS,973,1362
1996,1,Balochistan,128,KECH (TURBAT),Camel,CAMELS UNDER 3 YEARS,,NON-FARM HOUSEHOLDS,617,732
1996,1,Balochistan,128,KECH (TURBAT),Camel,CAMELS UNDER 3 YEARS,,Other,22,22
1996,1,Balochistan,128,KECH (TURBAT),Horses,,,FARM HOUSEHOLDS,1,2
1996,1,Balochistan,128,KECH (TURBAT),Horses,,,NON-FARM HOUSEHOLDS,,
1996,1,Balochistan,128,KECH (TURBAT),Horses,,,Other,,
1996,1,Balochistan,128,KECH (TURBAT),Mules,,,FARM HOUSEHOLDS,,
1996,1,Balochistan,128,KECH (TURBAT),Mules,,,NON-FARM HOUSEHOLDS,,
1996,1,Balochistan,128,KECH (TURBAT),Mules,,,Other,,
1996,1,Balochistan,128,KECH (TURBAT),Donkeys,,,FARM HOUSEHOLDS,1701,3001
1996,1,Balochistan,128,KECH (TURBAT),Donkeys,,,NON-FARM HOUSEHOLDS,1325,1922
1996,1,Balochistan,128,KECH (TURBAT),Donkeys,,,Other,1,1
1996,1,Balochistan,112,MUSA KHEL,Cattle,BULLS AND BULLOCKS 3 YEARS AND OVER,M,FARM HOUSEHOLDS,2536,4477
1996,1,Balochistan,126,KHARAN,Cattle,BULLS AND BULLOCKS 3 YEARS AND OVER,M,NON-FARM HOUSEHOLDS,161,190
1996,1,Balochistan,126,KHARAN,Cattle,BULLS AND BULLOCKS 3 YEARS AND OVER,M,Other,,
1996,1,Balochistan,126,KHARAN,Cattle,COWS 3 YEARS AND OVER,F,FARM HOUSEHOLDS,1194,2115
1996,1,Balochistan,126,KHARAN,Cattle,COWS 3 YEARS AND OVER,F,NON-FARM HOUSEHOLDS,423,598
1996,1,Balochistan,126,KHARAN,Cattle,COWS 3 YEARS AND OVER,F,Other,,
1996,1,Balochistan,126,KHARAN,Cattle,YOUNGSTOCK UNDER 3 YEARS,,FARM HOUSEHOLDS,824,1096
1996,1,Balochistan,126,KHARAN,Cattle,YOUNGSTOCK UNDER 3 YEARS,,NON-FARM HOUSEHOLDS,301,348
1996,1,Balochistan,126,KHARAN,Cattle,YOUNGSTOCK UNDER 3 YEARS,,Other,,
1996,1,Balochistan,126,KHARAN,Buffaloes,MALE BUFFALOES 3 YEARS AND OVER,M,FARM HOUSEHOLDS,87,89
1996,1,Balochistan,126,KHARAN,Buffaloes,MALE BUFFALOES 3 YEARS AND OVER,M,NON-FARM HOUSEHOLDS,5,7
1996,1,Balochistan,126,KHARAN,Buffaloes,MALE BUFFALOES 3 YEARS AND OVER,M,Other,,
1996,1,Balochistan,126,KHARAN,Buffaloes,FEMALE BUFFALOES 3 YEARS AND OVER,F,FARM HOUSEHOLDS,26,52
1996,1,Balochistan,126,KHARAN,Buffaloes,FEMALE BUFFALOES 3 YEARS AND OVER,F,NON-FARM HOUSEHOLDS,16,21
1996,1,Balochistan,126,KHARAN,Buffaloes,FEMALE BUFFALOES 3 YEARS AND OVER,F,Other,,
1996,1,Balochistan,126,KHARAN,Buffaloes,YOUNGSTOCK UNDER 3 YEARS,,FARM HOUSEHOLDS,16,32
1996,1,Balochistan,126,KHARAN,Buffaloes,YOUNGSTOCK UNDER 3 YEARS,,NON-FARM HOUSEHOLDS,9,9
1996,1,Balochistan,126,KHARAN,Buffaloes,YOUNGSTOCK UNDER 3 YEARS,,Other,,
1996,1,Balochistan,126,KHARAN,Goats,MALE GOATS 1 YEAR AND OVER,M,FARM HOUSEHOLDS,4696,33936
1996,1,Balochistan,126,KHARAN,Goats,MALE GOATS 1 YEAR AND OVER,M,NON-FARM HOUSEHOLDS,1985,10340
1996,1,Balochistan,126,KHARAN,Goats,MALE GOATS 1 YEAR AND OVER,M,Other,125,210
1996,1,Balochistan,126,KHARAN,Goats,FEMALE GOATS 1 YEAR AND OVER,F,FARM HOUSEHOLDS,5020,81089
1996,1,Balochistan,126,KHARAN,Goats,FEMALE GOATS 1 YEAR AND OVER,F,NON-FARM HOUSEHOLDS,2139,12349
1996,1,Balochistan,126,KHARAN,Goats,FEMALE GOATS 1 YEAR AND OVER,F,Other,303,550
1996,1,Balochistan,126,KHARAN,Goats,YOUNGSTOCK UNDER 1 YEAR,,FARM HOUSEHOLDS,4738,29474
1996,1,Balochistan,126,KHARAN,Goats,YOUNGSTOCK UNDER 1 YEAR,,NON-FARM HOUSEHOLDS,2149,7855
1996,1,Balochistan,126,KHARAN,Goats,YOUNGSTOCK UNDER 1 YEAR,,Other,298,419
1996,1,Balochistan,126,KHARAN,Sheep,MALE SHEEP 1 YEAR AND OVER,M,FARM HOUSEHOLDS,1514,5891
1996,1,Balochistan,126,KHARAN,Sheep,MALE SHEEP 1 YEAR AND OVER,M,NON-FARM HOUSEHOLDS,651,2409
1996,1,Balochistan,126,KHARAN,Sheep,MALE SHEEP 1 YEAR AND OVER,M,Other,12,15
1996,1,Balochistan,126,KHARAN,Sheep,FEMALE SHEEP 1 YEAR AND OVER,F,FARM HOUSEHOLDS,2010,13164
1996,1,Balochistan,126,KHARAN,Sheep,FEMALE SHEEP 1 YEAR AND OVER,F,NON-FARM HOUSEHOLDS,1102,5891
1996,1,Balochistan,126,KHARAN,Sheep,FEMALE SHEEP 1 YEAR AND OVER,F,Other,37,53
1996,1,Balochistan,126,KHARAN,Sheep,YOUNGSTOCK UNDER 1 YEAR,,FARM HOUSEHOLDS,1801,7257
1996,1,Balochistan,126,KHARAN,Sheep,YOUNGSTOCK UNDER 1 YEAR,,NON-FARM HOUSEHOLDS,1031,3404
1996,1,Balochistan,126,KHARAN,Sheep,YOUNGSTOCK UNDER 1 YEAR,,Other,32,46
1996,1,Balochistan,126,KHARAN,Camel,CAMELS 3 YEARS AND OVER,,FARM HOUSEHOLDS,1385,5625
1996,1,Balochistan,126,KHARAN,Camel,CAMELS 3 YEARS AND OVER,,NON-FARM HOUSEHOLDS,666,1217
1996,1,Balochistan,126,KHARAN,Camel,CAMELS 3 YEARS AND OVER,,Other,95,134
1996,1,Balochistan,126,KHARAN,Camel,CAMELS UNDER 3 YEARS,,FARM HOUSEHOLDS,852,1289
1996,1,Balochistan,126,KHARAN,Camel,CAMELS UNDER 3 YEARS,,NON-FARM HOUSEHOLDS,499,701
1996,1,Balochistan,126,KHARAN,Camel,CAMELS UNDER 3 YEARS,,Other,57,67
1996,1,Balochistan,126,KHARAN,Horses,,,FARM HOUSEHOLDS,17,20
1996,1,Balochistan,126,KHARAN,Horses,,,NON-FARM HOUSEHOLDS,7,7
1996,1,Balochistan,126,KHARAN,Horses,,,Other,10,10
1996,1,Balochistan,126,KHARAN,Mules,,,FARM HOUSEHOLDS,48,65
1996,1,Balochistan,126,KHARAN,Mules,,,NON-FARM HOUSEHOLDS,36,40
1996,1,Balochistan,126,KHARAN,Mules,,,Other,,
1996,1,Balochistan,126,KHARAN,Donkeys,,,FARM HOUSEHOLDS,1358,1951
1996,1,Balochistan,126,KHARAN,Donkeys,,,NON-FARM HOUSEHOLDS,449,570
1996,1,Balochistan,126,KHARAN,Donkeys,,,Other,115,174
1996,1,Balochistan,113,BARKHAN,Cattle,BULLS AND BULLOCKS 3 YEARS AND OVER,M,FARM HOUSEHOLDS,1480,2080
1996,1,Balochistan,124,KHUZDAR,Cattle,BULLS AND BULLOCKS 3 YEARS AND OVER,M,NON-FARM HOUSEHOLDS,1731,2678
1996,1,Balochistan,124,KHUZDAR,Cattle,BULLS AND BULLOCKS 3 YEARS AND OVER,M,Other,,
1996,1,Balochistan,124,KHUZDAR,Cattle,COWS 3 YEARS AND OVER,F,FARM HOUSEHOLDS,2925,9210
1996,1,Balochistan,124,KHUZDAR,Cattle,COWS 3 YEARS AND OVER,F,NON-FARM HOUSEHOLDS,1525,26146
1996,1,Balochistan,124,KHUZDAR,Cattle,COWS 3 YEARS AND OVER,F,Other,,
1996,1,Balochistan,124,KHUZDAR,Cattle,YOUNGSTOCK UNDER 3 YEARS,,FARM HOUSEHOLDS,2275,4235
1996,1,Balochistan,124,KHUZDAR,Cattle,YOUNGSTOCK UNDER 3 YEARS,,NON-FARM HOUSEHOLDS,1052,15232
1996,1,Balochistan,124,KHUZDAR,Cattle,YOUNGSTOCK UNDER 3 YEARS,,Other,,
1996,1,Balochistan,124,KHUZDAR,Buffaloes,MALE BUFFALOES 3 YEARS AND OVER,M,FARM HOUSEHOLDS,388,423
1996,1,Balochistan,124,KHUZDAR,Buffaloes,MALE BUFFALOES 3 YEARS AND OVER,M,NON-FARM HOUSEHOLDS,620,673
1996,1,Balochistan,124,KHUZDAR,Buffaloes,MALE BUFFALOES 3 YEARS AND OVER,M,Other,,
1996,1,Balochistan,124,KHUZDAR,Buffaloes,FEMALE BUFFALOES 3 YEARS AND OVER,F,FARM HOUSEHOLDS,177,505
1996,1,Balochistan,124,KHUZDAR,Buffaloes,FEMALE BUFFALOES 3 YEARS AND OVER,F,NON-FARM HOUSEHOLDS,309,2575
1996,1,Balochistan,124,KHUZDAR,Buffaloes,FEMALE BUFFALOES 3 YEARS AND OVER,F,Other,,
1996,1,Balochistan,124,KHUZDAR,Buffaloes,YOUNGSTOCK UNDER 3 YEARS,,FARM HOUSEHOLDS,184,269
1996,1,Balochistan,124,KHUZDAR,Buffaloes,YOUNGSTOCK UNDER 3 YEARS,,NON-FARM HOUSEHOLDS,230,1483
1996,1,Balochistan,124,KHUZDAR,Buffaloes,YOUNGSTOCK UNDER 3 YEARS,,Other,,
1996,1,Balochistan,124,KHUZDAR,Goats,MALE GOATS 1 YEAR AND OVER,M,FARM HOUSEHOLDS,8323,86356
1996,1,Balochistan,124,KHUZDAR,Goats,MALE GOATS 1 YEAR AND OVER,M,NON-FARM HOUSEHOLDS,8998,124252
1996,1,Balochistan,124,KHUZDAR,Goats,MALE GOATS 1 YEAR AND OVER,M,Other,43,44
1996,1,Balochistan,124,KHUZDAR,Goats,FEMALE GOATS 1 YEAR AND OVER,F,FARM HOUSEHOLDS,8450,147065
1996,1,Balochistan,124,KHUZDAR,Goats,FEMALE GOATS 1 YEAR AND OVER,F,NON-FARM HOUSEHOLDS,9019,317083
1996,1,Balochistan,124,KHUZDAR,Goats,FEMALE GOATS 1 YEAR AND OVER,F,Other,379,673
1996,1,Balochistan,124,KHUZDAR,Goats,YOUNGSTOCK UNDER 1 YEAR,,FARM HOUSEHOLDS,8033,65093
1996,1,Balochistan,124,KHUZDAR,Goats,YOUNGSTOCK UNDER 1 YEAR,,NON-FARM HOUSEHOLDS,8895,220737
1996,1,Balochistan,124,KHUZDAR,Goats,YOUNGSTOCK UNDER 1 YEAR,,Other,379,379
1996,1,Balochistan,124,KHUZDAR,Sheep,MALE SHEEP 1 YEAR AND OVER,M,FARM HOUSEHOLDS,4054,31684
1996,1,Balochistan,124,KHUZDAR,Sheep,MALE SHEEP 1 YEAR AND OVER,M,NON-FARM HOUSEHOLDS,5698,30688
1996,1,Balochistan,124,KHUZDAR,Sheep,MALE SHEEP 1 YEAR AND OVER,M,Other,21,21
1996,1,Balochistan,124,KHUZDAR,Sheep,FEMALE SHEEP 1 YEAR AND OVER,F,FARM HOUSEHOLDS,4166,47368
1996,1,Balochistan,124,KHUZDAR,Sheep,FEMALE SHEEP 1 YEAR AND OVER,F,NON-FARM HOUSEHOLDS,5749,164443
1996,1,Balochistan,124,KHUZDAR,Sheep,FEMALE SHEEP 1 YEAR AND OVER,F,Other,273,442
1996,1,Balochistan,124,KHUZDAR,Sheep,YOUNGSTOCK UNDER 1 YEAR,,FARM HOUSEHOLDS,3918,28205
1996,1,Balochistan,124,KHUZDAR,Sheep,YOUNGSTOCK UNDER 1 YEAR,,NON-FARM HOUSEHOLDS,5399,107842
1996,1,Balochistan,124,KHUZDAR,Sheep,YOUNGSTOCK UNDER 1 YEAR,,Other,252,252
1996,1,Balochistan,124,KHUZDAR,Camel,CAMELS 3 YEARS AND OVER,,FARM HOUSEHOLDS,1624,2957
1996,1,Balochistan,124,KHUZDAR,Camel,CAMELS 3 YEARS AND OVER,,NON-FARM HOUSEHOLDS,2264,5502
1996,1,Balochistan,124,KHUZDAR,Camel,CAMELS 3 YEARS AND OVER,,Other,127,127
1996,1,Balochistan,124,KHUZDAR,Camel,CAMELS UNDER 3 YEARS,,FARM HOUSEHOLDS,635,1047
1996,1,Balochistan,124,KHUZDAR,Camel,CAMELS UNDER 3 YEARS,,NON-FARM HOUSEHOLDS,1206,4347
1996,1,Balochistan,124,KHUZDAR,Camel,CAMELS UNDER 3 YEARS,,Other,32,32
1996,1,Balochistan,124,KHUZDAR,Horses,,,FARM HOUSEHOLDS,227,302
1996,1,Balochistan,124,KHUZDAR,Horses,,,NON-FARM HOUSEHOLDS,13,36
1996,1,Balochistan,124,KHUZDAR,Horses,,,Other,32,32
1996,1,Balochistan,124,KHUZDAR,Mules,,,FARM HOUSEHOLDS,10,43
1996,1,Balochistan,124,KHUZDAR,Mules,,,NON-FARM HOUSEHOLDS,6,38
1996,1,Balochistan,124,KHUZDAR,Mules,,,Other,,
1996,1,Balochistan,124,KHUZDAR,Donkeys,,,FARM HOUSEHOLDS,1484,3410
1996,1,Balochistan,124,KHUZDAR,Donkeys,,,NON-FARM HOUSEHOLDS,309,779
1996,1,Balochistan,124,KHUZDAR,Donkeys,,,Other,42,42
1996,1,Balochistan,114,KILLA SAIFULLAH ,Cattle,BULLS AND BULLOCKS 3 YEARS AND OVER,M,FARM HOUSEHOLDS,3148,3726
1996,1,Balochistan,13,KILLA ABDULLAH,Cattle,BULLS AND BULLOCKS 3 YEARS AND OVER,M,NON-FARM HOUSEHOLDS,102,109
1996,1,Balochistan,13,KILLA ABDULLAH,Cattle,BULLS AND BULLOCKS 3 YEARS AND OVER,M,Other,,
1996,1,Balochistan,13,KILLA ABDULLAH,Cattle,COWS 3 YEARS AND OVER,F,FARM HOUSEHOLDS,12805,17134
1996,1,Balochistan,13,KILLA ABDULLAH,Cattle,COWS 3 YEARS AND OVER,F,NON-FARM HOUSEHOLDS,2235,2978
1996,1,Balochistan,13,KILLA ABDULLAH,Cattle,COWS 3 YEARS AND OVER,F,Other,,
1996,1,Balochistan,13,KILLA ABDULLAH,Cattle,YOUNGSTOCK UNDER 3 YEARS,,FARM HOUSEHOLDS,8688,10805
1996,1,Balochistan,13,KILLA ABDULLAH,Cattle,YOUNGSTOCK UNDER 3 YEARS,,NON-FARM HOUSEHOLDS,1949,2361
1996,1,Balochistan,13,KILLA ABDULLAH,Cattle,YOUNGSTOCK UNDER 3 YEARS,,Other,,
1996,1,Balochistan,13,KILLA ABDULLAH,Buffaloes,MALE BUFFALOES 3 YEARS AND OVER,M,FARM HOUSEHOLDS,330,556
1996,1,Balochistan,13,KILLA ABDULLAH,Buffaloes,MALE BUFFALOES 3 YEARS AND OVER,M,NON-FARM HOUSEHOLDS,36,60
1996,1,Balochistan,13,KILLA ABDULLAH,Buffaloes,MALE BUFFALOES 3 YEARS AND OVER,M,Other,,
1996,1,Balochistan,13,KILLA ABDULLAH,Buffaloes,FEMALE BUFFALOES 3 YEARS AND OVER,F,FARM HOUSEHOLDS,264,700
1996,1,Balochistan,13,KILLA ABDULLAH,Buffaloes,FEMALE BUFFALOES 3 YEARS AND OVER,F,NON-FARM HOUSEHOLDS,56,207
1996,1,Balochistan,13,KILLA ABDULLAH,Buffaloes,FEMALE BUFFALOES 3 YEARS AND OVER,F,Other,,
1996,1,Balochistan,13,KILLA ABDULLAH,Buffaloes,YOUNGSTOCK UNDER 3 YEARS,,FARM HOUSEHOLDS,60,111
1996,1,Balochistan,13,KILLA ABDULLAH,Buffaloes,YOUNGSTOCK UNDER 3 YEARS,,NON-FARM HOUSEHOLDS,39,101
1996,1,Balochistan,13,KILLA ABDULLAH,Buffaloes,YOUNGSTOCK UNDER 3 YEARS,,Other,,
1996,1,Balochistan,13,KILLA ABDULLAH,Goats,MALE GOATS 1 YEAR AND OVER,M,FARM HOUSEHOLDS,10884,83141
1996,1,Balochistan,13,KILLA ABDULLAH,Goats,MALE GOATS 1 YEAR AND OVER,M,NON-FARM HOUSEHOLDS,673,4117
1996,1,Balochistan,13,KILLA ABDULLAH,Goats,MALE GOATS 1 YEAR AND OVER,M,Other,71,91
1996,1,Balochistan,13,KILLA ABDULLAH,Goats,FEMALE GOATS 1 YEAR AND OVER,F,FARM HOUSEHOLDS,11602,63595
